MultiwiniaOptions_StartDefinition
	GameTypes	Assault 
	PopulationCap	1000
	NumPlayers	3
	LevelOptions	trunkportreinforcements 100	defenderreinforcementtype DropShip	attackerreinforcementtype AirStrike	futurewinianteam 2	attackreinforcementoption 2	attackreinforcementoption 1	
	InvalidCrates	SpaceShip	
	Difficulty	intermediate
	AttackingTeams	0 1 
	   149   0.00   1238   1474  1.00   0.40     30      2 378643   0.82     3   PPNCPPPPAAAAAAPPMPAAAAAAAAAAPPPPAAAAAAAAAALFPPPPPPAAAAAAPPKJMGPPAAAAAAPPPPLMPPAAAAAAAAAAPPPPPJAAAA
	  1351   0.00    412   1474  1.00   0.40     30      2 430540   0.82     3   PPOEONOBNKAAAALPPENCMFPEMBAAPPAAAANEPFPIPPAAAAAAAAPPKHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  2626   0.00   2669   1034  2.58   1.00    393      1      1   1.00     4   AAAAAAAAAAAAAAAAAAAAAEABAAAAAAAAAAAAAAAAAAAAAAAINEOAOIAAAAAAAAAAAAAAAAAAAAAAAAAGPCMBOPAAAAAAAAAAAAAAAAAAAAAAAAALOGNDACAAAAAAAAAAAAAAAAAAAABFKPOJNDADAAAAAAAMAAAAAAAAAAAAABKHMJONADAAAALMINAAAAAAAAAAAAAAAAPPNPPLPPAAMFMMBCAAAAAAAAAAAABAIPPMOMOMAAAANINJAAAAAAAABJDBIDLFOFOLPNAAAANNMOJGACAAAAHKEEGPOJOCPMPGAANNOAOHNJNMKKAALENHLGPOOGPPPPAAAAPPMJNIOBPPKKPPOIPLMKPOPJAAAAAAAAPPPIOANIONOPOKOIPMPEPGAAAAAAAAPPPPPPPHPHNMOLPDPEPFPNAAAAAAAAAAPPONPNPNPNPJPNPNAMAAAA
LandscapeTiles_EndDefinition

LandFlattenAreas_StartDefinition
	# x      y       z      size
	# ==========================
	1398.9   23.8 2429.0   57.4      0   40.0
LandFlattenAreas_EndDefinition

Lights_StartDefinition
	# x      y      z        r      g      b
	# =========================================
	 -0.46   0.63   0.63     0.44   0.45   0.45
	 -0.99   0.15   0.07     1.67   1.43   1.33
Lights_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
	StaticShape         1       3133.22 3151.26 255     -0.50   0.86    0         0.87  spaceship.shp  
	Wall                12      1658.47 1076.82 255     0.66    0.75    0       
	Wall                13      1595.33 1132.08 255     0.66    0.75    0       
	Wall                14      1532.47 1187.54 255     0.66    0.75    0       
	Wall                15      1280.99 1427.06 255     0.66    0.75    0       
	Wall                16      1217.74 1482.02 255     0.66    0.75    0       
	Wall                17      1155.25 1537.92 255     0.66    0.75    0       
	Wall                18      1091.87 1593.67 255     0.66    0.75    0       
	Wall                19      1530.17 1244.73 255     0.73    -0.68   0       
	Wall                20      1341.29 1421.77 255     0.73    -0.68   0       
	TrunkPort           25      1253.96 665.04  0       0.02    1.00    1       -1      
	TrunkPort           26      1098.49 665.54  0       -0.03   1.00    1       -1      
	TrunkPort           28      721.03  1106.03 1       0.70    0.72    1       -1      
	TrunkPort           27      827.62  1002.47 1       0.70    0.72    1       -1      
	JumpPad             33      2347.70 1968.85 255     1.00    0.00    0       107.38 1.25 
	JumpPad             34      1898.25 2184.73 255     0.12    0.99    0       107.38 1.25 
	JumpPad             35      3160.39 1980.76 255     -0.27   0.96    0       107.38 1.25 
	JumpPad             36      2071.01 2748.14 255     0.98    0.20    0       102.59 1.25 
	AITarget            37      1165.55 767.35  255     1.00    0.00    0       -1    0.00 1     
	AITarget            38      829.63  1138.47 255     1.00    0.00    0       -1    0.00 1     
	AITarget            39      1393.60 1306.84 255     1.00    0.00    0       -1    0.00 1     
	AITarget            40      1712.04 1540.08 255     1.00    0.00    0       -1    0.00 1     
	AITarget            41      1956.30 1787.41 255     1.00    0.00    0       -1    0.00 1     
	AITarget            42      1889.05 2181.85 255     1.00    0.00    0       57    0.00 1     
	AITarget            43      2342.67 1965.88 255     1.00    0.00    0       55    0.00 1     
	AITarget            47      568.90  2078.59 255     1.00    0.00    0       -1    0.00 1     
	AITarget            48      502.19  1476.36 255     1.00    0.00    0       -1    0.00 1     
	AITarget            49      1723.29 602.71  255     1.00    0.00    0       -1    0.00 1     
	AITarget            50      2324.61 824.79  255     1.00    0.00    0       -1    0.00 1     
	AITarget            54      3160.59 1982.59 255     1.00    0.00    0       56    0.00 1     
	AITarget            55      2739.89 1999.76 255     1.00    0.00    0       -1    0.00 1     
	AITarget            56      3018.10 2370.72 255     1.00    0.00    0       -1    0.00 1     
	AITarget            57      2140.76 2758.75 255     1.00    0.00    0       58    0.00 1     
	AITarget            58      2490.43 2831.50 255     1.00    0.00    0       -1    0.00 0     
	AITarget            59      2823.56 2677.06 255     1.00    0.00    0       -1    0.00 0     
	PulseBomb           60      2465.92 3474.57 2       1.00    0.00    0       900.00  63  62  61  
	ControlStation      61      2374.24 3049.58 255     1.00    0.00    0           -1
	ControlStation      62      2692.24 3379.29 255     1.00    0.00    0           -1
	ControlStation      63      3266.59 2548.91 255     1.00    0.00    0           -1
	SpawnPopulationLock 76      1070.58 937.03  255     1.00    0.00    0       602.33   400   
	AITarget            107     2384.78 3074.23 255     1.00    0.00    0       -1    0.00 1     
	AITarget            108     2685.80 3359.26 255     1.00    0.00    0       -1    0.00 1     
	AITarget            109     3282.85 2549.91 255     1.00    0.00    0       -1    0.00 1     
	Wall                110     1820.64 815.39  255     1.00    0.00    0       
	Wall                111     1817.79 498.73  255     1.00    0.00    0       
	Wall                112     1820.74 731.53  255     1.00    0.00    0       
	Wall                113     1861.21 689.25  255     0.02    1.00    0       
	Wall                114     1858.51 542.31  255     -0.03   1.00    0       
	AITarget            115     1914.49 604.06  255     1.00    0.00    0       -1    0.00 1     
	Wall                116     407.28  1565.17 255     -0.03   1.00    0       
	Wall                117     605.53  1567.64 255     -0.03   1.00    0       
	Wall                118     450.59  1608.00 255     1.00    0.00    0       
	Wall                119     565.02  1608.05 255     1.00    0.00    0       
	AITarget            120     522.26  1670.00 255     1.00    0.00    0       -1    0.00 1     
	SmokeMarker         29      3023.45 3397.95 255     1.00    0.00    0       
	SmokeMarker         32      3354.05 3023.39 255     1.00    0.00    0       
	SmokeMarker         121     2962.27 3025.62 255     1.00    0.00    0       
	LaserFence          0       1542.46 1821.31 2       -0.08   -1.00   0       2       2.00  2
	LaserFence          2       1534.90 1703.14 2       -0.86   -0.52   0       3       1.00  2
	LaserFence          3       1971.59 1373.97 2       -0.18   -0.98   0       4       1.00  2
	LaserFence          4       2118.36 1414.48 2       -0.92   -0.38   0       -1      2.00  2
	LaserFence          5       1451.33 1805.98 2       0.17    -0.99   0       -1      2.00  2
	LaserFence          6       1481.53 1659.95 2       -0.86   -0.52   0       5       1.00  2
	LaserFence          7       1928.96 1316.03 2       -0.37   -0.93   0       6       1.00  2
	LaserFence          8       2101.62 1348.72 2       -0.98   -0.19   0       7       2.00  2
	SolarPanel          9       2480.52 917.37  2       0.00    1.00    0       10      
	SolarPanel          10      2506.57 1063.45 2       0.00    0.97    0       22      
	SolarPanel          11      2603.63 961.72  2       0.00    1.00    0       10      
	PylonEnd            21      2108.55 1349.57 255     1.00    0.00    0       8       
	Pylon               22      2403.16 1291.73 255     -0.74   -0.68   0       21      
	SolarPanel          23      763.96  2256.95 2       -0.00   1.00    0       44      
	SolarPanel          24      789.74  2398.70 2       0.00    0.99    0       44      
	SolarPanel          44      898.47  2288.82 2       0.00    0.97    0       46      
	PylonEnd            45      1541.98 1828.52 255     0.07    1.00    0       0       
	Pylon               46      1152.02 2165.89 255     0.62    0.78    0       51      
	Pylon               51      1443.29 2035.92 255     -0.77   -0.64   0       45      
	AITarget            52      889.24  2404.42 255     1.00    0.00    0       -1    0.00 1     
	AITarget            53      2577.43 1036.85 255     1.00    0.00    0       -1    0.00 1     
	GunTurret           64      1381.24 1365.69 255     0.00    1.00    0       4   0.00 0.00 0.00 0.00 
	GunTurret           65      1472.75 1287.58 255     0.00    1.00    0       4   0.00 0.00 0.00 0.00 
	GunTurret           66      1850.62 608.80  255     0.00    1.00    0       4   0.00 0.00 0.00 0.00 
	GunTurret           67      506.70  1591.73 255     0.00    1.00    0       4   0.00 0.00 0.00 0.00 
	AIObjective         68      516.23  2912.80 1       1.00    0.00    0         72   0
	AIObjectiveMarker   69      816.49  2324.17 255     1.00    0.00    0       166.85   68
	AIObjectiveMarker   70      2531.58 995.88  255     1.00    0.00    0       173.40   71
	AIObjective         71      2980.52 788.90  0       1.00    0.00    0         72   0
	AIObjective         72      2232.59 2230.01 255     1.00    0.00    0         -1   0
	AIObjectiveMarker   73      2367.53 3054.40 255     1.00    0.00    0       100.00   72
	AIObjectiveMarker   74      2690.06 3372.63 255     1.00    0.00    0       100.00   72
	AIObjectiveMarker   75      3262.79 2541.28 255     1.00    0.00    0       100.00   72
	GunTurret           123     2196.35 1972.28 255     -0.00   1.00    0       4   0.00 0.00 0.00 0.00 
	GunTurret           122     2363.12 1821.32 255     0.00    1.00    0       4   0.00 0.00 0.00 0.00 
	GunTurret           124     2783.80 1936.97 255     0.00    1.00    0       4   0.00 0.00 0.00 0.00 
	GunTurret           125     2788.31 2051.33 255     0.00    1.00    0       4   0.00 0.00 0.00 0.00 
	GunTurret           126     1842.88 2072.81 255     -0.00   1.00    0       4   0.00 0.00 0.00 0.00 
	GunTurret           127     1703.16 2306.69 255     0.00    1.00    0       4   0.00 0.00 0.00 0.00 
	GunTurret           128     2025.72 2559.71 255     0.00    1.00    0       4   0.00 0.00 0.00 0.00 
	GunTurret           129     1889.31 2628.49 255     0.00    1.00    0       4   0.00 0.00 0.00 0.00 
	Tree                30      2433.92 499.91  255     1.00    0.00    0       113.70  9.99    1.12    0.44    6       74253   -11647076   -13081864   0       0       0       
	Tree                31      2321.88 469.39  255     1.00    0.00    0       113.49  9.99    1.12    0.44    6       52765   -11647076   -13081864   0       0       0       
	Tree                77      2616.24 708.57  255     1.00    0.00    0       114.04  9.99    1.12    0.44    6       52796   -11647076   -13081864   0       0       0       
	Tree                78      1948.79 888.89  255     1.00    0.00    0       103.39  9.99    1.12    0.44    6       52836   -11647076   -13081864   0       0       0       
	Tree                79      2043.56 884.02  255     1.00    0.00    0       126.31  9.99    1.12    0.44    6       52845   -11647076   -13081864   0       0       0       
	Tree                80      2147.30 1009.19 255     1.00    0.00    0       126.86  9.99    1.12    0.44    6       52875   -11647076   -13081864   0       0       0       
	Tree                81      2204.10 924.61  255     1.00    0.00    0       115.67  9.99    1.12    0.44    6       52884   -11647076   -13081864   0       0       0       
	Tree                82      1067.68 2537.71 255     1.00    0.00    0       127.95  9.99    1.12    0.44    6       52936   -11647076   -13081864   0       0       0       
	Tree                83      1010.16 2451.04 255     1.00    0.00    0       116.76  9.99    1.12    0.44    6       52946   -11647076   -13081864   0       0       0       
	Tree                84      926.30  2439.22 255     1.00    0.00    0       105.57  9.99    1.12    0.44    6       52955   -11647076   -13081864   0       0       0       
	Tree                85      827.29  2510.77 255     1.00    0.00    0       128.49  9.99    1.12    0.44    6       52967   -11647076   -13081864   0       0       0       
	Tree                86      854.74  1853.26 255     1.00    0.00    0       106.11  9.99    1.12    0.44    6       52985   -11647076   -13081864   0       0       0       
	Tree                87      949.38  1920.40 255     1.00    0.00    0       106.11  9.99    1.12    0.44    6       52985   -11647076   -13081864   0       0       0       
	Tree                88      1397.18 2417.11 255     1.00    0.00    0       107.20  9.99    1.12    0.44    6       53046   -11647076   -13081864   0       0       0       
	Tree                89      1521.93 2505.60 255     1.00    0.00    0       130.12  9.99    1.12    0.44    6       53055   -11647076   -13081864   0       0       0       
	Tree                90      1537.72 2633.35 255     1.00    0.00    0       118.94  9.99    1.12    0.44    6       53065   -11647076   -13081864   0       0       0       
	Tree                91      1709.61 2435.06 255     1.00    0.00    0       130.67  9.99    1.12    0.44    6       53086   -11647076   -13081864   0       0       0       
	Tree                92      1592.98 2352.33 255     1.00    0.00    0       130.67  9.99    1.12    0.44    6       53086   -11647076   -13081864   0       0       0       
	Tree                93      2735.16 1211.78 255     1.00    0.00    0       97.65   9.99    1.12    0.44    6       53144   -11647076   -13081864   0       0       0       
	Tree                94      3199.62 1546.83 255     1.00    0.00    0       109.38  9.99    1.12    0.44    6       53165   -11647076   -13081864   0       0       0       
	Tree                95      3149.79 1520.13 255     1.00    0.00    0       109.38  9.99    1.12    0.44    6       53165   -11647076   -13081864   0       0       0       
	Tree                96      3068.79 1535.77 255     1.00    0.00    0       98.19   9.99    1.12    0.44    6       53174   -11647076   -13081864   0       0       0       
	Tree                97      1920.43 3212.79 255     1.00    0.00    0       111.01  9.99    1.12    0.44    6       53254   -11647076   -13081864   0       0       0       
	Tree                98      1900.53 3083.37 255     1.00    0.00    0       122.75  9.99    1.12    0.44    6       53275   -11647076   -13081864   0       0       0       
	Tree                99      1817.04 3081.07 255     1.00    0.00    0       111.56  9.99    1.12    0.44    6       53284   -11647076   -13081864   0       0       0       
	Tree                100     2286.69 3642.11 255     1.00    0.00    0       112.65  9.99    1.12    0.44    6       53345   -11647076   -13081864   0       0       0       
	Tree                101     2320.90 3593.89 255     1.00    0.00    0       101.46  9.99    1.12    0.44    6       53354   -11647076   -13081864   0       0       0       
	Tree                102     2261.62 3544.89 255     1.00    0.00    0       101.46  9.99    1.12    0.44    6       53354   -11647076   -13081864   0       0       0       
Buildings_EndDefinition

CameraMounts_StartDefinition
	# Name	          Pos                   Front          Up
	# =========================================================================
	player0          801.68  366.39  407.27 0.59 -0.35 0.72 0.22 0.94 0.27
	player1          169.64  457.63  796.62 0.78 -0.45 0.44 0.39 0.89 0.22
	player2         3425.81  906.23 3902.24 -0.53 -0.54 -0.65 -0.34 0.84 -0.42
CameraMounts_EndDefinition

CameraAnimations_StartDefinition
CameraAnimations_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
Buildings_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId runAsTask
	# ==================================================================================
	Darwinian        2  1393.7  1383.0     15    0      -1    55.0     0.0     0.0   -1   -1    0
	Darwinian        2  1480.0  1295.9     15    0      -1    60.1     0.0     0.0   -1   -1    0
	Darwinian        2  1748.4  2196.1     15    0      -1    51.2     0.0     0.0   -1   -1    0
	Darwinian        2  2275.7  1902.3     15    0      -1    38.6     0.0     0.0   -1   -1    0
	Darwinian        2  3272.0  2550.2      5    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        2  2691.5  3372.2      5    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        2  2374.4  3054.0      5    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        2  1853.5   614.6     20    0      -1    65.6     0.0     0.0   -1   -1    0
	Darwinian        2   506.7  1593.5     20    0      -1    50.0     0.0     0.0   -1   -1    0
	Darwinian        2  2788.3  2004.0     10    0      -1    18.6     0.0     0.0   -1   -1    0
	Darwinian        2  1953.0  2599.2     10    0      -1    46.7     0.0     0.0   -1   -1    0
InstantUnits_EndDefinition

PrimaryObjectives_StartDefinition
	NeverTrue 
PrimaryObjectives_EndDefinition
