MultiwiniaOptions_StartDefinition
	Name		NewLevel
	GameTypes	Assault 
	PopulationCap	1600
	DefenderPopulationCap	250
	NumPlayers	2
	LevelOptions	trunkportreinforcements 75	
	InvalidCrates	Armour	
	PlayTime	15
	Difficulty	advanced
	AttackingTeams	1 
	   302   0.00    369   3134  1.20   1.00    200      1      1   1.00     5   AAAAAAAKBEBEBEBKBACABABMDHFIFNHCDJAOBMCKCKCKAOAAAAAAAAAAAAAAAAAAAAAKBOCICIDIEEEADGEPHFHKJNIAHDDMCLDIEGEGDICKBFAHAHAAAAAAAAAAAAAABEDEDNDLCEEFFGFCKGLJMLMLLBEFBKDKDDDNEFEHEFCOCECABJAHAAAAAAAAAKENFBELFCFFKFKDOAPLOAMPOIJIFLCJEKHBGNDPFLEFGHFCFDCHAOAAAAAAAABPEJGMJNMHMKNOPPPPPPONINFOEPDKGCGFEHDPGIFBHFJKGOEPDCBFAHAAAAANCBFJKJMDPFPGPPPPNNIOFOEAFOHAJADFCLDNGKJAIIJAIFFNEECHBFAHAAAABEGHMFOEPFPPPPPPJMENDPIHFAEEEFCDFLHDIDLGMBNDIHFBDODGCHBFAHAAAACOPPPHPHPHLDKIJHFHBOCGFLBIEDGPDADPIELFMBLMJKEDDGCMCIBJAOAAAAAAGDPPPPOODPBHBGCEBLDHGOCOECEMDHFLICLBNCIJFKDDBOBOAAAAAAAAAAAAAAKAPPPPHHCHBDBBECBNBLEAECGKDAHLLBMLOALLFCCKCBAIAAAAAAAAAAAAAAAAHFPPPPGECABEBEDAFGEGDOCEDAIDNHLCIKGHFBDGCABCBDBEAAAAAAAAAAAAAADFPPPDKHBJDGCJBMCHCADFFBKBMAMEHIEOFFEPCJBHBEBEBEBDAAAAAAAAAAAABLJEPFMFIMENBJBPDOGAKLOFNHIAECEPFJGAEHBJAPBEAAAAAAAAAAAAAAAAAABDEJPPPPPDPPIPHMMFNPPPPPHGCNCGFFFODNBEBDBEBEAAAAAAAAAAAAAAAAAAAAEJPCPPPPPFOBOLPKPPPPIICEBBEGEGEFBEBEAAAAAAAAAAAAAAAAAAAAAAAAAABAHJNNNGPPPGPBOPPHLJEIBCBKCDDGCHBEBEAAAAAAAABJAAAAAAAAAAAAAAAAAACFFFJEKKLJMLJMFODJDBEADEBEBFBDBEBJAAAAAABLBDBDAAAAAAAAAAAAAAAACIBFEOINFGCCBGBFBDCDDHBEBECDBEDDDJAAAAAABDBEBEAAAAAAAAAAAAAAAOCKDCFGEPBDBDBEBEBACABEBEBPBNBHDEGEBDBECPBEBDAOAAAAAAAAAAAAAAAABMECGLFEDDBEBDBCBEBDBKCNBHBGCICGBDBDBMCDBEBMAAAAAAAAAAAAAAAAAAAOEEFDEADCDMBEBEBECMFGDCBNCDCIBJDFBDEICPBHEJAAAAAAAAAAAAAAAAAAADDAFCHDHEDFBKBDBECCCACLDJDPDHEDFCCIDPCLBLBPAAAAAAAAAAAAAAAAAAAGCADOALGABGDJDFBGBGBHFDFOECELEGECFADEDBBMBJAAAAAAAAAAAAAAAAAAAAAAAABABDFIJBGEBNBEEMBIBFENEFEPJNIIDBCMCEBGAAAAAAAAAAAAAAAAAAAAAAAAAABEDADBDLBEBKBFBDBLCPCNCPGDEJEBCKCEBCAAAAAAAAAAAAAAAAAAAAAAAAAAAFBGBDCDCEDFCCCFGEBECLBKFIDFCCFDBFBEAAAAAAAAAAAAAAAAAAAAAAAAAAAAEJBEBEDKECBEEIDGGCBEBEBDCFBMBDBEAAAAAAAAAAAAAAAAAAAAAAAAAAAIAADKBNFEEPGDDFCDCEBEAEAAAACMBDBDAAAAAAAAAAAAAAAAAAAAAAAAACBOEHCNBCDECPEKOEBDAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABDEKIIELEBGKJLPPPPCPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABDEHJKJGKILFIOMGEHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	   180  -5.55   3735   1034  1.72   4.25    200      1 3327129   1.00     2   AAAAAAAAAAAAAAAAAA
	  1153   0.00   2937   1614  1.20   1.00    200      1      1   1.00     5   AAAAAAAAAABCBDAPBHAMCJBIBGBFBEBEBEBECBCACFBDBGBCBFAHLBPPPNEJAJAAAAAAAAABBGBGBJBMBIBDBDBHBNBDBDBDBGBPBMBIBFBIBCCGJEPPPPPPDAAAAAAAAAAAABBEBEBABDCLBJDABGBHBHCKBEBLCABDBJCBBABDCFLPPPPPLCCHAAAAAAAAAAAABEBHCPBKBGBNCACBBKBKBFCIBIBPBPBMBIBDBEBDNOPPPPDNALAAAAAAAAAAAAAACOHOEGCKBFCDBKBHCBCCDFCICBCKCIBFBEBEEIPPPPIOAAAAAAAAAAAAAAAAAADNLGGBCFBICEBHBFCFCKBKBEBJCHBEBPBEBDIKPPPPCHAAAAAAAAAAAAAAAAAFFJLCFGBEDABNBGBEBKBKBKBGCHBGBECOBDCLKPPPHCAAAAAAAAAAAAAAAAAACBKGKJDPBEBKBIBNBHCBBKBJBGBDBEBGBLBJGJOPLOCDAAAAAAAAAAAAAAAAABGFPHKPCFBKBMCBCCBHCKCBBGBOBDBHBHBICDKJPPIMALAAAAAAAAAAAAAABEDCLJPPJLCFBKCBBJBFCABEBEBJBGBFBDBNBFCDLFPPHDACAAAAAAAAAAAAAABCDBPEPPJHCBCIBKBJCABEBECLBNBFBEBECDBFCFLAOEFJADAAAAAAAAAAAAAAAACMOGPPKADJEHBMCBBGCEBKBKBDBEBDBEBDBDDKMBOHEKACAAAAAAAAAAAAAAAABKPPPPPPFDFNCPBHCOBKBIBKBNBNBEBICMBIDIOBPPFHAAAAAAAAAAAAAAAAAAAAEPPPPPHIECENCHBEBFBGBHBOBJCGBMCIBLCJONPPGNBIAAAAAAAAAAAAAAAAAABOPPPPLAICDMBFBLCCCCBMBNCDBHBKCKBDBHLBPPMJFDAAAAAAAAAAAAAAAAAAAMGMPPPGJACEDACMBLBMBHBIBHBJCDBLBEBMINPPODHGAAAAAAAAAAAAAAAAAAAABHPPPPGABLBIBGBECGCFBJBJCEDGBEBECPKLPPPPFIAAAAAAAAAAAAAAAAAAAAAKLMPPGICDCLBFBGBHBHCGDIBJBJBECICCLMPPPPGDAAAAAAAAAAAAAAAAAAAACCPNPPHBBHBDBECHBIBICABFBHBLCACLCMHHPPOBEGAAAAAAAAAAAAAAAAAAAAFKPPPPFOBEBEBECEBECMBHBJBPCGBOCGDFILNKIJCJAAAAAAAAAAAAAAAAAAAAGLPPPPIDBGCFCEBJBJBMBNCGDKBPCGCHDIKONOGIBNAAAAAAAAAAAAAAAAAAAAFOPPPPJHCCBGCBCHBLBEBGBHCGCIBKBEENMMMPFEALAAAAAAAAAAAAAAAAAAAABCMJPPNODABMDBCBBEBGBGCMDNCBBFBGIAPMKIDMAAAAAAAAAAAAAAAAAAAAAAAAIKPPPPIFCIDABMBHBGCACKBBBCBNFOPPPPKNDJAAAAAAAAAAAAAAAAAAAAAAAABONMPPPPHMEHDABNBJBDAOBJCFEGJHPPPPIADFAAAAAAAAAAAAAAAAAAAAAAAAAFEKPPPPPPNHKGFKCIBKBICMEGIILGMAKHEGBFAAAAAAAAAAAAAAAAAAAAAAAAAAANEPMFNGOCNOJNDGCBCFEBLAMEJIFICNAPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAADCIFLIONCOBIDFAELKENMLEEABBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAODMMOPPPAMLODOFMAEJACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAADIAPPPPPPPPNFFOCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABNGJJHJIIKFCDGBNAAAAAAAAAAAAAAAAAAAA
	  2436   0.00   1521   2034  2.00   1.00    200      1      1   1.00     5   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAFBMAJAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAIBACHAJAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBDBFBGCOCPCDAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAANAAAAAAAAAAAABGBECDBLCNEIIGHAEHAHAAAAAAAAAAAAAAAAAAAAAAAAAACDDDBAAAAAAAAABGBDBECBCJDLFNMAPEPOEOAPAAAAAAAAAAAAAAAAAAAAAAAAEIGABHAAAABBCLBOBECACBCPFFIAPEPPPPMMCCAAAJBCAAAKBCBEBBAJAAAEBNHFJLEKBFBEEEGADPFFEBBPCGDIIANEPPPPPPNDJEEHBBACBECFBHBPBDBEBMCLGEJAJEGDFNJEIKFCEPEGDGBJCBFDIJLAPIPPPKONMMAOACDABOBJCHCABEBGBLDDJGOKNCJLLFIEECDECGCBBECABKEAFJJDOCMGPFNKAOABCFBGCABJBIBGCDDMDAHPLJKKHBGHFKGAEBCGCEBHCBBMBLCAHLPPMEPCMEMDAEBDBNBLBHBGBKCLCJCNELGDFEEGFCGIGHEPCGBECMBKBKBHBLICNOMDNDNABEBCBECFDFBLBFBICFCJDNGKHHGPHMGKHIHHEJCCCECBBPBHBJCHKAPPPKPPOOBDAMBNBFBEBFBNBMCCCJDHGIIMIJHBHDFMFHEEBHBNCFCABJBGCPJBPPPPKMNGBDAKBEBGBFBNCMCABEBEBHFOIBICIJGIFIEDCOBLBHCOBJBGBCCFOHPPMIJDMKAOAABEBDCCCACODECHCABFCLEFFOGBELFHEDCIBNBEBHBEBFBDCBOEMMNOKPLMAHAABEBECHDCDECPDACIBKCLEHFHEIFDEJGBDMBPDBBEBDBJCFCFONNFPBONKDBDAABEBECGDBCDCMDFCABCCOGFHPGIFDECDKDMDGCEBEBDBEBECAPLPJOMOCKFBEAABDBEBDCJBJBFCBCECFEGIPJFHKGADICHCHDHEBCHBGBEBECEPPNENEPDJOBEAABDBEBDBEBFBICDCACEFEIGJLHDDEBIBEBDCKDICOBLBEBHCBMPOIOGOLKFBEAABOBEBEBDBEBKCFBKDCELFGENEABNBHBICJCLCLCOBIDGBKCGPPPPLIMEJLBEAAIOGGBJBGCLBHDDDLDODECDBEBFBEBDBDBDBDBGBJBFCCCKDGPPPPLONBLEBEAAPPPPOMDABEBNDIEMCIBJBEBDBDBEBEBEBEBEBEBJBIDCDOBOPPPPPPPLLIBEAAPPPPPPMKFIDFDFDPBMBEBEBEBEBEBDBEBEBGBHBEDGEBFOIJJLHJJCNEBEBDAAAHHEPPPPPLICEIDHBOCABJBJBCBHBCAEAAAABECIPPKEODPMLEIHOONMLBACAAAAABFAMEPPPPMGJIHBIIMIONLDCPAAAAAAAAAACHPPPPPPPPPPPPPPNLIJBEAAAAAAAADDJHPPPPPPPPPPPPPPPPFKAAAAAAAAAAAABDCEPPPPPPPPPKNKBEAAAAAAAAAAAAAKEDJJMHNANFKOHNFGBOAAAAAAAAAAAAAAAAAGAHABBACCBEAMAAAAAAAAAAAAAAAAAACLCJCGBFAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  3051   0.00   1724   1484  3.00   1.00     97      1      1   1.00     4   AAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAA
	  3053   0.00   3855    884  1.92   1.00    152      1      1   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPPPAAAAAAAAAAPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPAAAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPPPAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPAAAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAAAPPPPPPPPPPAAAAPPPPPPAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  2870   0.00   3719   1234  1.20   1.00     91      1 3563432   1.00     0
	  1187   0.00   1778    384  1.80   1.00    121      1      1   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPPPPPPPPPAAAAAAAAAAPPPPPPPPPPPPPPPPPPPPAAAAAAAAAAPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAPPPPPPPPPPPPPPPPPPPPPPPPPPAAAAPPPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPPPAAAAPPPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAAAPPPPPPPPPPPPPPPPPPPPAAAAAAAAAAAAAAPPPPPPPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  3318   0.00   2804    224  1.20   1.00     72      1      1   1.00     4   AAAAAAAAALBABEBEBBBAAAAAAAAAAAAAAAAAAABDDKBIELGABDBEBDAAAAAAAAAAAABBHHEDCLEOEKGLEDBEAMAAAAAAAAAMIPHOJLIOJKHDJDJDIPLAAEAAAAAAAOLDKMKEJMLGLOKOLLLCKGNKAAAAAAABOKOAMLMINEMILKMLMOMLABAAAAAAAAPKPDOPPFPDOOOPPCPBOLPBAAAAAAPPPPPMPPPPPPPPPPPPPNPIPKAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAAAPPPPPPPPPPPPPPPPPPPPPPAAAAAAAAPPPPPPPPPPPPPPPPPPPPAAAAAAAAAAAAAAPPPPPPPPPPPPPPAAAAAAAAAAAAAAAAAAPPPPPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  1433   0.00   3237   1084  1.31   1.00     58      1 4186647   1.00     4   AAAAPPPPPPPPHLHHIEIBHJPPPPAAAAAAAAPPPPPPPPMGNBMKNBMHPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPPPAAAAPPPPPPPPPPPPPPPPPPPPPPPPPPAAAAPPPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPAAAAAAAAPPPPPPPPPPPPPPPPPPPPAAAAAAAAAAAAPPPPPPPPPPPPPPPPPPPPAAAAAAAAPPPPPPPPPPPPPPPPPPPPPPAAAAAAAAAAPPPPPPPPPPPPPPPPPPAAAAAAAAAAAAPPPPPPPPPPPPPPPPPPAAAAAAAAAAAAPPPPPPPPPPPPPPPPAAAAAAAAAAAAAAAAAAPPPPPPPPANAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  1572   0.00   3736    934  1.56   1.00    118      1 4476152   1.00     4   PPJAJEJFPPPPPPPPPPPPIMIJJFJEMLPPKMLNMONOPPPPPPPPPPMHNENNPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPAAPPPPPPPPPPPPPPPPPPPPPPPPPPAAAAPPPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPPPAAAAAAPPPPPPPPPPPPPPPPPPPPPPAAAAAAAAAAPPPPPPPPPPPPPPPPPPAAAAAAAAAAAAPPPPPPPPPPPPPPPPAAAAAAAAAAAAAAPPPPPPPPPPPPPPPPAAAAAAAAAAAAAAPPPPPPPPPPPPPPPPAAAAAAAAAAAAAAPPPPPPPPPPPPPPAAAAAAAAAAAAAAAAAAAAPPPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAAAAAAAA
LandscapeTiles_EndDefinition

LandFlattenAreas_StartDefinition
	# x      y       z      size
	# ==========================
	1847.8   65.8 3814.0    8.4      2   40.0
	2184.4   26.6 3797.8    9.8      2   40.0
LandFlattenAreas_EndDefinition

Lights_StartDefinition
	# x      y      z        r      g      b
	# =========================================
	  0.98   0.19   0.11     1.15   0.86   0.58
	 -0.15   0.16   0.98     1.30   1.30   1.30
Lights_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
	StaticShape         1       1053.36 1458.29 255     1.00    0.00    0         1.00  spaceship.shp  
	SmokeMarker         0       755.48  1335.94 255     1.00    0.00    0       
	SmokeMarker         2       1080.60 1770.85 255     1.00    0.00    0       
	SmokeMarker         3       1333.85 1295.08 255     1.00    0.00    0       
	SmokeMarker         4       1903.64 1145.52 255     1.00    0.00    0       
	SmokeMarker         5       1508.07 975.83  255     1.00    0.00    0       
	SmokeMarker         6       2129.87 709.95  255     1.00    0.00    0       
	PulseBomb           7       1392.89 1987.59 0       0.98    -0.20   0       900.00  65  64  63  
	Wall                8       881.88  2730.30 255     -0.03   1.00    0         -1
	Wall                9       965.81  2732.84 255     -0.03   1.00    0         -1
	Wall                10      1049.81 2735.42 255     -0.03   1.00    0         -1
	Wall                11      1133.72 2738.09 255     -0.03   1.00    0         -1
	Wall                12      1217.76 2740.62 255     -0.03   1.00    0         -1
	Wall                13      1301.60 2743.07 255     -0.03   1.00    0         -1
	Wall                14      1385.39 2745.35 255     -0.03   1.00    0         -1
	Wall                15      1467.58 2735.57 255     0.27    0.96    0         -1
	Wall                16      1548.50 2713.24 255     0.27    0.96    0         -1
	Wall                17      1629.46 2690.78 255     0.27    0.96    0         -1
	Wall                19      1786.86 2634.70 255     0.54    0.84    0         -1
	Wall                20      1856.96 2589.23 255     0.54    0.84    0         -1
	Wall                21      1860.19 2539.21 255     0.62    -0.78   0         -1
	Wall                23      2039.36 2356.90 255     -0.74   0.67    0         -1
	Wall                24      2094.76 2355.31 255     0.80    0.61    0         -1
	Wall                25      2145.50 2288.48 255     0.80    0.61    0         -1
	Wall                26      2183.45 2215.01 255     0.95    0.30    0         -1
	Wall                27      2200.11 2133.12 255     1.00    0.10    0         -1
	Wall                28      2208.55 2049.65 255     1.00    0.10    0         -1
	Wall                29      2217.06 1966.18 255     1.00    0.10    0         -1
	Wall                30      2216.87 1882.38 255     1.00    -0.10   0         -1
	Wall                31      2208.18 1799.33 255     1.00    -0.10   0         -1
	Wall                32      2199.51 1716.08 255     1.00    -0.10   0         -1
	Wall                33      2191.15 1632.62 255     1.00    -0.10   0         -1
	Wall                34      2182.99 1549.07 255     1.00    -0.10   0         -1
	Wall                35      2174.53 1465.58 255     1.00    -0.10   0         -1
	LaserFence          36      2169.95 1424.33 0       0.90    0.43    0       37      2.00  2
	LaserFence          37      2149.07 1216.82 0       0.83    -0.56   0       38      2.00  2
	LaserFence          38      2012.02 1021.91 0       0.88    -0.48   0       39      2.00  2
	LaserFence          39      1844.94 803.42  0       0.50    -0.87   0       40      2.00  2
	LaserFence          40      1622.40 733.05  0       0.02    -1.00   0       41      2.00  2
	LaserFence          41      1310.89 806.67  0       -0.23   -0.97   0       42      2.00  2
	LaserFence          42      1013.49 935.42  0       -0.59   -0.81   0       43      2.00  2
	LaserFence          43      665.06  1160.02 0       -0.77   -0.64   0       44      2.00  2
	LaserFence          44      533.44  1455.36 0       -0.86   -0.52   0       45      2.00  2
	LaserFence          45      350.58  1793.05 0       0.41    -0.91   0       -1      2.00  2
	LaserFence          46      477.86  4041.16 0       1.00    0.00    0       47      1.20  2
	LaserFence          47      472.83  4235.99 0       1.00    0.00    0       48      1.20  2
	LaserFence          48      652.01  4242.55 0       1.00    0.00    0       49      1.20  2
	LaserFence          49      632.07  4045.15 0       1.00    0.00    0       46      1.20  2
	SolarPanel          50      707.88  4367.25 0       0.00    1.00    0       52      
	SolarPanel          51      785.03  4450.13 0       0.00    0.98    0       52      
	SolarPanel          52      837.33  4310.10 0       -0.00   0.99    0       71      
	AITarget            53      550.73  4142.19 255     1.00    0.00    0       -1    -1.00 1     
	AITarget            54      798.91  4379.44 255     1.00    0.00    0       -1    1.00 1     
	TrunkPort           58      3900.75 2363.18 1       -1.00   0.01    1       -1      
	TrunkPort           55      3901.39 2505.94 1       -1.00   0.01    1       -1      
	TrunkPort           56      3903.31 2645.84 1       -1.00   0.01    1       -1      
	TrunkPort           57      3906.23 2792.47 1       -1.00   0.01    1       -1      
	LaserFence          59      3883.19 2893.08 0       1.00    0.00    0       62      2.50  2
	LaserFence          60      3877.82 2264.56 0       1.00    0.00    0       59      2.50  2
	LaserFence          61      3961.95 2263.01 0       1.00    0.00    0       60      2.50  2
	LaserFence          62      3955.72 2893.72 0       1.00    0.00    0       61      2.50  2
	ControlStation      63      1069.84 2364.42 255     0.81    0.59    0           -1
	ControlStation      64      1986.95 1695.66 255     -0.52   -0.85   0           -1
	ControlStation      65      1645.24 2208.18 255     0.63    -0.78   0           -1
	LaserFence          22      1891.95 2565.31 0       0.36    0.93    0       66      2.00  2
	LaserFence          66      2069.01 2388.72 0       1.00    0.00    0       204     2.00  2
	GunTurret           67      2015.19 2403.52 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           68      1973.42 2444.87 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           69      1929.79 2487.96 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           70      1889.06 2526.07 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	Pylon               71      1212.59 3935.97 255     -0.90   -0.43   0       72      
	Pylon               72      1148.80 3370.07 255     1.00    0.00    0       73      
	Pylon               73      1357.80 2764.32 255     0.50    0.87    0       74      
	Pylon               74      1115.11 2756.07 255     0.36    0.93    0       75      
	PylonEnd            75      800.37  2744.22 255     0.02    1.00    0       198     
	TrunkPort           76      3409.56 4400.84 1       0.05    -1.00   1       -1      
	TrunkPort           77      3627.45 4346.90 1       -0.59   -0.81   1       -1      
	SolarPanel          78      1962.65 4209.58 0       -0.00   1.00    0       81      
	SolarPanel          79      2028.87 4309.59 0       0.00    0.99    0       78      
	SolarPanel          80      2120.88 4215.69 0       -0.00   1.00    0       78      
	Pylon               81      1802.37 4774.32 255     -0.32   -0.95   0       82      
	Pylon               82      1151.17 4841.22 255     0.45    -0.89   0       83      
	Pylon               83      573.90  4609.21 255     0.73    -0.68   0       84      
	PylonEnd            84      472.64  4241.64 255     0.02    1.00    0       47      
	RadarDish           108     3334.54 4092.60 255     0.00    1.00    1       1    1    116  
	AITarget            114     3577.01 4289.44 255     1.00    0.00    0       -1    0.00 0     
	RadarDish           116     3444.10 2936.29 255     0.13    -0.99   1       1    1    108  
	Wall                117     3430.65 1832.13 255     1.00    0.00    0         -1
	Wall                118     3431.32 1916.01 255     1.00    0.00    0         -1
	Wall                119     3431.28 2000.05 255     1.00    0.00    0         -1
	Wall                120     3431.62 2083.88 255     1.00    0.00    0         -1
	Wall                121     3431.48 2167.80 255     1.00    0.00    0         -1
	Wall                123     3472.33 2211.33 255     -0.03   1.00    0         -1
	Wall                124     3727.78 2182.65 255     1.00    0.00    0         -1
	Wall                125     3727.75 2098.75 255     1.00    0.00    0         -1
	Wall                126     3727.86 2014.64 255     1.00    0.00    0         -1
	Wall                127     3727.86 1930.73 255     1.00    0.00    0         -1
	Wall                129     3684.74 2223.79 255     -0.03   1.00    0         -1
	GunTurret           130     3579.27 2230.28 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	SolarPanel          132     3541.42 1845.73 0       -0.00   1.00    0       134     
	SolarPanel          133     3646.29 1848.44 0       -0.00   0.99    0       134     
	SolarPanel          134     3576.19 1918.95 0       -0.00   0.99    0       135     
	Pylon               135     3683.04 1941.86 255     -0.62   0.79    0       136     
	Pylon               136     3902.88 2182.59 255     -0.49   0.87    0       137     
	PylonEnd            137     3960.74 2254.27 255     -0.13   -0.99   0       61      
	AITarget            140     3740.93 2753.86 255     1.00    0.00    0       -1    0.00 0     
	AITarget            141     3582.96 2205.02 255     1.00    0.00    0       -1    0.00 1     
	AITarget            142     3583.06 1885.59 255     1.00    0.00    0       -1    0.00 1     
	AITarget            143     3547.65 1806.36 255     1.00    0.00    0       -1    0.00 1     
	AITarget            144     3643.29 1800.19 255     1.00    0.00    0       -1    0.00 1     
	AITarget            145     3520.21 2812.07 255     1.00    0.00    0       -1    0.00 0     
	AITarget            146     3460.22 2468.67 255     1.00    0.00    0       -1    0.00 0     
	AITarget            147     3403.90 4318.58 255     1.00    0.00    0       -1    0.00 0     
	GunTurret           149     2134.00 3279.19 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           151     1895.59 3277.17 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	Wall                152     2327.35 3342.21 255     0.02    -1.00   0         -1
	Wall                153     2243.11 3340.43 255     0.02    -1.00   0         -1
	Wall                154     2201.75 3382.68 255     1.00    0.00    0         -1
	Wall                155     1818.66 3317.06 255     -0.03   -1.00   0         -1
	Wall                156     1734.79 3319.36 255     -0.03   -1.00   0         -1
	Wall                157     1650.54 3322.35 255     -0.03   -1.00   0         -1
	Wall                158     1861.03 3358.99 255     1.00    0.00    0         -1
	Wall                160     1973.49 3759.47 255     -0.03   -1.00   0         -1
	Wall                148     2057.41 3756.52 255     -0.03   -1.00   0         -1
	Wall                159     2141.45 3753.86 255     -0.03   -1.00   0         -1
	Wall                161     2183.69 3795.61 255     1.00    0.00    0         -1
	Wall                162     1846.63 3807.72 255     1.00    0.00    0         -1
