MultiwiniaOptions_StartDefinition
	GameTypes	Assault 
	PopulationCap	1500
	DefenderPopulationCap	250
	NumPlayers	3
	LevelOptions	trunkportreinforcements 75	
	InvalidCrates	Armour	
	PlayTime	15
	Difficulty	advanced
	AttackingTeams	1 2 
	Tree                193     1310.76 696.88  255     1.00    0.00    0       217.35  3.61    0.94    0.77    7       40653   -13150833   -10196736   0       0       0       
	TrunkPort           194     3214.06 3150.54 1       -0.53   0.85    1       -1      
	TrunkPort           50      3870.58 1191.97 2       -0.32   0.95    1       -1      
	AIObjective         195     2286.48 3845.46 1       1.00    0.00    0        197
	AIObjectiveMarker   196     2353.74 3297.52 1       1.00    0.00    0       0.00  195   0   0
	AIObjective         197     1689.13 4159.44 255     1.00    0.00    0        201
	AIObjectiveMarker   198     1078.22 3835.34 1       1.00    0.00    0       0.00  197   0   0
	AIObjectiveMarker   199     1058.79 3947.67 1       1.00    0.00    0       0.00  197   0   0
	AIObjectiveMarker   200     1197.61 3977.36 1       1.00    0.00    0       0.00  197   0   0
	AIObjective         201     960.30  2497.05 255     1.00    0.00    0        205
	AIObjectiveMarker   202     1418.58 2281.74 1       1.00    0.00    0       0.00  201   0   0
	AIObjectiveMarker   203     1467.54 2452.26 1       1.00    0.00    0       57.22  201   0   0
	AIObjectiveMarker   204     1605.48 2356.85 1       1.00    0.00    0       0.00  201   0   0
	AIObjective         205     2174.95 2189.26 255     1.00    0.00    0         -1
	AIObjectiveMarker   206     2186.09 2490.71 255     1.00    0.00    0       62.39  205   0   0
	AIObjectiveMarker   207     2534.44 2593.98 255     1.00    0.00    0       62.39  205   0   0
	AIObjectiveMarker   208     2531.17 2266.89 255     1.00    0.00    0       62.39  205   0   0
	AITarget            209     1424.06 2250.88 255     1.00    0.00    0       -1    0.00 1     
	AITarget            210     1606.77 2321.97 255     1.00    0.00    0       -1    0.00 1     
	AITarget            211     1433.27 2475.94 255     1.00    0.00    0       -1    0.00 1     
	AITarget            212     1185.73 3998.56 255     1.00    0.00    0       -1    0.00 1     
	AITarget            213     1041.72 3963.55 255     1.00    0.00    0       -1    0.00 1     
	AITarget            214     1053.45 3816.82 255     1.00    0.00    0       -1    0.00 1     
	AIObjective         215     3921.12 2265.96 2       1.00    0.00    0        221
	AIObjectiveMarker   216     3280.43 2545.23 2       1.00    0.00    0       0.00  215   0   0
	AIObjectiveMarker   217     3282.96 2430.01 2       1.00    0.00    0       0.00  215   0   0
	AIObjectiveMarker   218     3170.66 2450.71 2       1.00    0.00    0       0.00  215   0   0
	AITarget            219     3316.12 2543.94 255     1.00    0.00    0       -1    0.00 1     
	AITarget            220     3322.03 2431.15 255     1.00    0.00    0       -1    0.00 1     
	AIObjective         221     2781.55 914.68  255     1.00    0.00    0        223
	AIObjectiveMarker   222     2696.76 1375.01 2       1.00    0.00    0       0.00  221   0   0
	AIObjective         223     974.34  1130.38 255     1.00    0.00    0        205
	AIObjectiveMarker   224     1402.25 1179.68 2       1.00    0.00    0       0.00  223   0   0
	AIObjectiveMarker   225     1423.78 1282.62 2       1.00    0.00    0       0.00  223   0   0
	AIObjectiveMarker   226     1286.66 1254.56 2       1.00    0.00    0       0.00  223   0   0
	AITarget            227     1408.48 1146.35 255     1.00    0.00    0       -1    0.00 1     
	AITarget            228     1236.37 1261.09 255     1.00    0.00    0       -1    0.00 1     
	AITarget            229     3796.50 2311.13 255     1.00    0.00    0       -1    0.00 0     
	AITarget            230     3859.17 1828.95 255     1.00    0.00    0       -1    0.00 1     
	AITarget            231     2834.58 3600.64 255     1.00    0.00    0       -1    0.00 1     
	AITarget            233     2896.17 3125.23 255     1.00    0.00    0       -1    0.00 1     
	SpawnPopulationLock 236     2585.54 2471.22 255     1.00    0.00    0       313.91   150   
	AITarget            165     3175.17 2484.93 255     1.00    0.00    0       -1    0.00 1     
	AITarget            93      3178.61 3242.54 255     1.00    0.00    0       -1    0.00 1     
	AITarget            169     2876.80 3361.42 255     1.00    0.00    0       -1    0.00 1     
	AIObjectiveMarker   170     2370.26 3200.04 1       1.00    0.00    0       0.00  195   0   0
	AIObjectiveMarker   178     2689.55 1551.75 2       1.00    0.00    0       0.00  221   0   0
	AITarget            182     1501.96 3221.36 255     1.00    0.00    0       -1    0.00 1     
	AIObjective         185     3096.42 420.37  0       1.00    0.00    0        232
	AIObjectiveMarker   187     3222.24 2122.89 255     1.00    0.00    0       100.00  185   0   0
	AIObjective         232     2876.16 452.93  255     1.00    0.00    0        238
	AIObjectiveMarker   237     3276.42 2489.49 255     1.00    0.00    0       100.00  232   0   0
	AIObjective         238     2695.82 450.50  255     1.00    0.00    0        240
	AIObjectiveMarker   239     1355.12 3725.85 255     1.00    0.00    0       100.00  238   0   0
	AIObjective         240     2491.06 432.32  255     1.00    0.00    0        243
	AIObjectiveMarker   241     1496.79 2882.39 255     1.00    0.00    0       100.00  240   0   0
	AIObjectiveMarker   242     1661.69 1487.78 255     1.00    0.00    0       100.00  240   0   0
	AIObjective         243     2292.82 393.05  255     1.00    0.00    0         -1
	AIObjectiveMarker   244     2549.34 2593.43 255     1.00    0.00    0       100.00  243   0   0
	AIObjectiveMarker   245     2208.49 2487.70 255     1.00    0.00    0       100.00  243   0   0
	AIObjectiveMarker   246     2514.93 2273.34 255     1.00    0.00    0       100.00  243   0   0
	RestrictionZone     234     3148.10 3331.92 255     1.00    0.00    0       300.00    1
	RestrictionZone     247     3832.80 1330.93 255     1.00    0.00    0       300.00    1
Buildings_EndDefinition

CameraMounts_StartDefinition
	# Name	          Pos                   Front          Up
	# =========================================================================
	player1         3871.19  452.81 4173.30 -0.53 -0.40 -0.75 -0.23 0.92 -0.32
	player2         4304.67  280.96 1057.09 -0.82 -0.29 0.49 -0.25 0.96 0.15
	player0         2601.99  800.99 1694.45 -0.04 -0.66 0.75 -0.03 0.76 0.65
CameraMounts_EndDefinition

CameraAnimations_StartDefinition
CameraAnimations_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
Buildings_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId runAsTask
	# ==================================================================================
	Armour           0  2915.3  2292.4      1    0      -1     0.0     0.0     0.0   -1   -1    1
	Armour           0  2901.3  2402.3      1    0      -1     0.0     0.0     0.0   -1   -1    1
	Darwinian        0  2358.5  3238.5     50    0      -1    60.0     0.0     0.0   -1   -1    0
	Darwinian        0  3229.5  2164.7     40    0      -1    82.7     0.0     0.0   -1   -1    0
	Darwinian        0  1329.3  3748.1     30    0      -1    50.8     0.0     0.0   -1   -1    0
	Darwinian        0  2528.2  2590.8      5    0      -1    30.0     0.0     0.0   -1   -1    0
	Darwinian        0  2179.1  2493.8      5    0      -1    30.0     0.0     0.0   -1   -1    0
	Darwinian        0  2534.7  2266.4      5    0      -1    30.0     0.0     0.0   -1   -1    0
	Darwinian        0  3515.6  2445.6     10    0      -1    36.2     0.0     0.0   -1   -1    0
	Darwinian        0  2707.0  1379.2      5    0      -1    30.0     0.0     0.0   -1   -1    0
	Darwinian        0  2700.7  1547.0      5    0      -1    30.0     0.0     0.0   -1   -1    0
	Darwinian        0  1590.5  1553.8      5    0      -1    30.0     0.0     0.0   -1   -1    0
	Darwinian        0  1652.8  1451.4      5    0      -1    30.0     0.0     0.0   -1   -1    0
	Darwinian        0  1695.0  1411.7      5    0      -1    30.0     0.0     0.0   -1   -1    0
	Darwinian        0  1502.4  2936.1      5    0      -1    30.0     0.0     0.0   -1   -1    0
	Darwinian        0  1430.7  2869.5      5    0      -1    30.0     0.0     0.0   -1   -1    0
InstantUnits_EndDefinition

PrimaryObjectives_StartDefinition
	NeverTrue 
PrimaryObjectives_EndDefinition
