MultiwiniaOptions_StartDefinition
	Name		NewLevel
	GameTypes	Blitzkrieg 
	PopulationCap	1400
	DefenderPopulationCap	-1
	NumPlayers	4
	Effects	snow	
	LevelOptions	airstrikecapturezones 3	
	Difficulty	advanced
	  2928   0.00    161    934  1.20   1.00    200      1 1368750   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPPPAAAAAAAAAAAAAAPPPPPPPPPPPPPPPPPPAAAAAAAAAAPPPPPPPPPPPPBMCFPPPPAAAAAAAAAAPPPPBECGCDBPCKDEBGPPPPAAAAAAAAPPPPEIDMBOCODMCNDMPPPPAAAAAAPPPPPPCFCBBLDACOFPBOPPPPPPAAAAPPPPBLCACECJCPBNCHPPPPPPPPAAAAALBHDICDDEEFBKDDCGPPPPBKAAAAAAAABECDDACBDICOCHDDPPPPACAAAAAAAACLDDBDCPCLBICODMPPPPAAAAAAAAAABEDCCFEABDBFCNPPPPPPAAAAAAAAAAAABFCIBFADPPPPPPPPAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  3018   0.00   3006    934  1.20   1.00    200      1 1368750   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPPPAAAAAAAAAAAAAAAABFBFBFPPPPPPPPAAAAAAAABEBEBICNBCBHBEBCBGCDPPPPAAAAAAAACFCCBIBGCODBBIBNCEPPPPAAAAAAAAAAPPPPCBCGFJBOBNPPPPPPAAAAAAAAAAPPPPBNCLBODDBIBEPPPPAAAAAAAAAAPPPPDLDBBLBHCKCJBIPPPPAAAAAAAAPPPPBGBICGBOBNDCBIPPPPAAAAAAAAPPPPBFBFBFDMCKBLPPPPPPAAAAAAAAPPPPPPPPPPBIBEPPPPPPAAAAAAAAAAAAADPPPPPPPPPPPPPPAAAAAAAAAAAAAAAAAGBAPPPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	    42   0.00   3028    934  1.20   1.00    200      1 1368750   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABABAANAAAAAAAAAAAAAAPPPPAAAAPPBGCKBGAAAAAAAAAAAAPPPPPPPPPPPPBMCMCCAAAAAAAAAAAAPPBECMPPPPDMECBPCFAOAAAAAAAAAAPPPPDBBCCGCGBLCIELCCPPAAAAAAAAAPPPCLDCCMBJELEACGCMPPAAAAAAAAAAPPDGFDBICNBOCGDFFCPPAAAAAAAAPPPPDBGAENDCBLCLEDCDPPAAAAAAAAPPBCDNCLBDCIBMCDEDDEPPAAAAAAAAPPPPPPPPPPDGFHCHPPPPPPAAAAAAAAAAPPPPAAPPPPBEPPPPAAAAAAAAAAAAAAAAAAAAAAPPPPPPACAAAAAAAAAAAAAAAAAAAAAAAAAFACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  2910   0.00   1638    984  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAAAAPPPPPPPPAAAAAAAAPPPPPPPPBDALBOPPBHBEPPPPAAAAAAPPPPBCBMBLBPCHBFCACBPPPPAAAAAAPPBHDABDBPBOCACODEPPPPAAAAAAAAPPBGBHEKCCBKCJDABCPPBEAAAAAAAAAFBHDBCCBECBDEBGBMPPPPBEAAAAAABDCJBNCCCLBNBJBLCJCEPPPPAAAAAAAACACMBEBDBDBOBIDBCGBEPPAAAAAAAJPPBDCCEBCABJCIBIBCPPPPAAAAAAPPPPBJBNBFBEBGCBBIBOPPPPAAAAACPPBDPPPPBBCGCPCJCEBKBJPPAAAAPPPPPPPPBDBJDDDMPPPPPPPPPPAAAAPPPPAAANAOBFBDBEBEAABBPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  1512   0.00   2974    984  1.20   1.00    200      1 2132609   1.00     4   AAAAAAPPAAAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPPPAAAHAFAAPPPPPPAAAAAAPPPPECDFPPBEBJBOPPPPBCPPAAAAAAPPPPDGEKDFDABMCDPPBDPPPPAAAAAAAAAKPPCECEBPBKCPCLCMPPAAAAAAAAAAAACBCHBNBOCICFDLBPBEAAAAAAAAAACBDKDDBLDMCOCPBGBDBDBLCPAAAAAAPPCPBOBDCECABKBKDGDMDABOAAAAAAPPBEPPPPCAEBDCCECNCKBGAMAAAAAAPPBEPPPPCFBKBDBGBJPPPPAAAAAAAIPPPPPPPPPPBHDNCPPPPPAAAAAAAAAAPPPPAAAAPPBGDDBFPPAAAAAAAAAAAAAAAAAAABPPPPBEPPPPAAAAAAAAAAAAAAAAAABBACPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	    75   0.00   1577    984  1.20   1.00    200      1 2132609   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABDPPPPAAAAAAAAAAAAPPPPBIAABBAJPPPPPPPPAAAAAAAAPPPPPPCNEKENBCPPBFEEPPPPAMAAAAAHPPPPBOFIEPDJCJELCPBEPPAAAAAAAAAAPPCLDKBPDPBMEIPPPPPPAAAAAAAAPPPPCHDCCOEMBNDCCECIBEAAAAAAPPPPBNDJCGDHCMDAEMEOGICEAAAAAAPPDGCLEMCJBMDHECCNCLEHBBAAAAAAPPPPECBPCFDIFAGBBHPPPPBFAJAAAAADPPPPEHBJENDADNBNPPPPBAAAAAAAALACPPPPBDDEFBCCBJDKPPAAAAAAAAAAAAAAPPBDCDCKDCPPBDPPAAAAAAAAAAAAAAPPPPBEAJAHPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAA
	  1592   0.00    127    984  1.20   1.00    200      1 2353494   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPPPPPPPAAAAAAAAAAAAAAAAAAPPCBDBDGBEPPPPAAAAAAAAAAAAPPPPPPEHCHELDACLPPAAAAAAAAAAAABNDGBKCOCGCGDCCIGJENCOBFAAAAADEACJBOEECKCKDCGCFHEIBHBEAAAABACBBKCJEFCCBIDPBHGEPPPPAAAAAAAAAABEBPGLCCCECNCHDFDIPPAAAAAAAAAAPPBOBGCLBLEJDGCHCBPPAAAAAAAAPPPPCLCACIDCEECFPPPPPPAAAAAAAAPPPPBOCCEEBMBEPPPPANAAAAAAAAAAAAPPPPBFCKBDAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  1348   0.00   1268   1384  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPPPPPAAAAAAAAAAAAAAAAAAAAAAPPPPBPPPPPPPBEBEBEPPPPAAAAAAAAPPPPCKDGDBCHCABMBHBKPPPPAAAAAABEPPFEDEEMDKCOCPCJBOBHPPPPAAAAAAPPEICKDBCMCODIDEDDCOPPPPAAAAAABKDICPDFEIDOCIEHEJFECBACAAAAAACHDAFACKBNDGDBFLCNDABNAGAAAAAABECDEDCKEFCPCLDGDGDDAJAKAAAAAKBECEDHCECFCKCIEEFNPPAEBBAAAAAKPPCEBNDCCKCBCFCJDFPPALAAAAAAAAPPBDBFPPPPBKBGENCEPPPPAKAAAAAAPPPPPPPPBBAAACBIBHDPPPAAAAAAAAAAAPPPAAAAAAAABEPPPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  2892   0.00   2442    884  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAABBBNCIBHCOBKBDAAAAAAAAPPAAAAAABMBECHCCBOCFBEAAAAAAAAAAAAAAAABIBHBLCKBLBOBGAAAAAAAAAAAAAAAABDCODHBHBOBDBEAAAAAAAAAAAAAAAGCCDEBIBHBPBGAAAAAAAAAAAAAAAABABDDCCABOCOBMBAAAAAAAAAAAAAAABFBFBKBJBMBMBJAAAAAAAAAAAAAAAABEBDDDCADDCFBEAAAAAAAAAAAAAAAABFBEBHBKCKBKBDAAAAAAAAAAAAAAAABEBPCEBJDKFCBDAAAAAAAAAAAAAAAAAMBEBECOCLCGBEAAAAAAAAAAAAAAAABABDBECHBNBICOBDAAAAAAAAAAAAAAAABECIBFBDBCDGBFAAAAAAAAAAAAAAAACHDNBNBGEKBCBCAAAAAAAAAAAAAAAABDBCBFBDBIBABCAAAAAA
	  2243   0.00   2856   1064  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABEBDAAAAAAAAAAAAAAAAAAAAAAAAAABDBDBGCEBEAAAKBDBECKBEBEAOBCAOBFBMBHBNBMBLBLBEDMBOBECNCNBEBFCICJBBCLCOCMBPCICABGDGBNBJCACDBGCIBHBEBFCKCKCCBGBKBIBCBECJBFBEBEBFBEBPCBCABEBKBICDBKCFCIBEBEBEAACKBHBECCDDBFCKBMBGDCBCAAAAAAAAAABEDJBHCEBDAAAAAPBDAAAAAAAAAAAAAAAABDAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  2226   0.00   1543   1064  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABCBFAAAAAAAAAGAAAAAAAAAAAAAABECNCPBFAABEBKCNBGBHAAAAAAAABFEHDFBCCBAABLBNBJDPBPBDAAAHAEBFDDBJBKBMAABJCPDEBMBKBLBEBJCPBEBJBOCPBCBCBHBDBFCACHCJEAEBCABKBNCKCKCJBGAMAAAADIDJFMGACABMALBDCKCNDDBMAAAAAACDBJBABICFAAAABGBDCDCBBCAAAAAAAABCBFBCAAAAAAAAALAAAAAAAAAAAAAAAAAAAAAAAAAAAEAEAAAAAAAAPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  1655   0.00   2328    884  1.20   1.00    200      1      1   1.00     4   AAAAAAPPBDBJBPBDBEAAAAAAAAAAAAAAAAAAAABEDHDPCPDDCLBEAAAAAAAAAAAAAAAACBBNCICNDGFJCDAAAAAAAAAAAAAAAABEBPFDFIBMBDBEAAAAAAAAAAAAAAAAAJCOCCCIBEAMAAAAAAAAAAAAAAAAAAAABDBEDICEACAAAAAAAAAAAAAAAAAAAABDBECDBOBPBEAAAAAAAAAAAAAAAAAAAABECJBKCODJBEAAAAAAAAAAAAAAAAAABDBJBIGPBJBNBBAAAAAAAAAAAAAAAABEDACJBIBIAAAAAAAAAAAAAAAAAAAABNBPBDBAAAAAAAAAAAAAAAAAAABDCNBMBHBEAGAAAAAAAAAAAAAAAABECECACFCNCLBDAAAAAAAAAAAACFBHBHBIDACCDLDCBEAAAAAAAAAAAAAAAPBEBEBGBFBEBEAAAAAAAAAAAA
	   559   0.00   2791   1194  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAIBGACAAAAAAAAAAAAAAAAAAAAAABDDCBEAEAAAAAAAAAAAAAAAAAAAADDDBEGDFBJACAJALBKDPBEAEAFAEBDBMEGFIDBEFCACEDOEBEFEFCBCGBEDAFADCCOCDCDEGCIDLCJBDCDCHCNEHAABFBEEHCBDLBKDBCMEECLBLGBDOBGAAAAAAAAAEBCBIDNEFEOCHBHBEBEBEAAAAAAAAAAAAAABFCLBEAAAAAFAIAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	   146   0.00   2326    934  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAAAABCCMBDBDAKAAAAAAAAAAAAAAAAAABJDJEPDECDAFAAAAAAAAAAAAAAAAAABECPCMDIBLAAAAAAAAAAAAAAAAAAAAAABPDIBPCBAAAAAAAAAAAAAAAAAAAAAAENDDBKDDAKAAAAAAAAAAAAAAAAAAAABFELCCDHBDAAAAAAAAAAAAAAAAAAAADDBLEPCKCIAAAAAAAAAAAAAAAAAAAACHBKCNDGACAAAAAAAAAAAAAAAAAAAABLDGBNEMAHAAAAAAAAAAAAAAAAAAAEDCDNBJCMBLAAAAAAAAAAAAAAAAAABECCCDCHBLCIAAAAAAAAAAAAAAAAAABEDHCLBGDKCFAAAAAAAAAAAAAAAAAACNEBCGAEBOACAAAAAAAAAAAAPPAAAABEBECEBLAAAAAAAAAAAAAAAAAAAAAAAABDBJEPAAAAAAAAAAAA
	   585   0.00   1594   1064  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGEDCHCJBDALAAAHAMADAAAAAACFDEEKEEGKEECGCDBECLBEAPAADFDGDKCJFBFMCGDAEGBGCHBMDGDNCJEFDNDFGCEIBNDLDKBICOCGEGCFBGBFCPCMBEDFCFCEDCDHCDDIBECGBEBGAABEAAAAAAAACGBPDCFFCHBEAAAAAAAAAAAAAAAAAPDIGCIHDIBDAAAAAAAAAAAAAAAAAAAAAAJJBHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  2711   0.00    798   1184  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAAAABECEEDCIPPAAAAAAAAAAAAAAAAAACACKFBDKBCAAAAAAAAAAAAAAAAAAAABDECDBCJAAAAAAAAAAAAAAAAAAAAAACCELBPDBAAAAAAAAAAAAAAAAAAAAAABKEMCBBLAAAAAAAAAAAAAAAAAAAAAABLCJBOCDAKAAAAAAAAAAAAAAAAAABCDLDJDDCKCKAAAAAAAAAAAAAAAAAACBDECFCOCHEFAAAAAAAAAAAHAAAAAABPDDBLEDCFCEAAAAAAAAAAAAAAAAANAJDDBDCJDJBIAAAAAAAAAAAAAAAAAAAABABDCJDACJBLAAAAAAAAAAAAAAAAAAAABIDCBNCIAAAAAAAAAAAAAAAAAAAAAADEENCNAFAAAAAAAAAAAAAAAAAAAAAACOCGBNAAAAAAAAAAAAAAAAAAAAAAAABEDBBDAAAAAAAAAAAA
	  2207   0.00     53   1064  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPPPAAAAAAAAAAAAAAAAAAAAAAAAAAPPPPAAAAAAAAAAAAAAAAAJAAAAAAAAAAAABFCJACAAAAAAAAAEAOBCBEAIAAAAAABFDKCDBOBDAABCCBBIBDBNBNAAAAAADGCNBMCECHCPDNEODJCPEMBEAJAAAAAACPFNDADDFCEGFFCDFJFNCLBDAAAAAACGFLCGCEDDCACEANDKCPDIDMBGAAAAAABCANBEBEBDAAAABDBEELEKCIBEAAAAAAAAAAAAAAAAAAAABDCEDLDPCDAAAAAAAAAAAAAAAAAAAAAEBJDEEJFKAAAAAAAAAAAAAAAAAAALAKACCHDDDEAAAAAAAAAAAAAAAAAAAAAAAABEBEBEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  1685   0.00    784    884  1.20   1.00    200      1      1   1.00     4   AAAAAABDBEBECABEBDCOCBBEAAAAAAAAAAAAAABGEEDFCBCMDNEBBDAAAAAAAAAAAAAADBDNCDCPCMEEBFAAAAAAAAAAAAAAAACKBDDECADLDCAAAAAAAAAAAAAAAAAAAAAABOBEBNBEAAAAAAAAAAAAAAAAAAAAAAAABKCHBOBEAAAAAAABAAAAAAAAAAAABEFOBGDLCEBKAAABADAAAAAAAAAHBKEEDECKEECHAMAAABACAAAAAAAABCDECMCKCCEICCBJAAAAAAAAAAAAAABEDLBNBLDKDMCPAGAAAAAAAAAAAAAABECHCEBMCKBGBGBHAAAAAAAAAAAAAAAMDEEPCPCEDEAAAAAAAAAAAAAAAAAAAADEECDFFBDGAAAAAAAAAAAAAAAAAAAABEEDCHEBCHAAAAAAPPAAAAAAAAAAAAAABEBECBCNAAAAAAAAAA
	   544   0.00     14   1464  1.20   1.00    200      1      1   1.00     4   AAAAAAAECNDPBBAAAAAAAAAAAAAAAAAAAAAACCPPLNDMAAAAAAAAAAAAAAAAAAAAAADOJFPPCPAAAAAAAAAAAAAAAAAAAAAAACDHFPCHAAAAAAAAAAAAALALAAAAAAAABLAAAAAAAAAAAAAABEDCCNAAAAAAAAAAAAAAAAAAAHBECLDKECCHAHBDAAAAAAAAAAAABIDADFDCFHCFBEBMBNBHAAAAAAAFBOCODGCECLCGBJANCDBGCNBEBECNDACJBPDCBHCLBDAAAABNBFCPCDDCCCCMBNCBBIBEAAAAAAAAAABDEOCGDBDCEGBNCHBEAAAAAAAAAAAAAABDCJBDBBAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	   127   0.00    893    934  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAACCDFEJAAAAAAAAAAAAAAAAAAAAAAAABCEKHECLAIAAAAAAAAAAAAAAAAAAAAAAAKBEBEDGCGBDAAAAAAAAPPAAAAAAAAAAAFDIEICIEHALAAAAAAPPPPAAAAAAAABCBLDNBFAAAAAAAAAAAAAAAAAAAAAACPDKCBAAAAAAAAAAAAAAAAAAAAAAAABDDJBNAAAAAAAAAAAAAAAAAAAAAAAABECFCEAAAAAAAAAAAAAAAAAAAAAAAACDEBBKAAAAAAAAAAAAAAAAAAAAAAAABECOBIAAAAAAAAAAAAAAAAAAAAAABEBMCJBJAAAAAAAAAAAAAAAAAAAABECJGBBMAAAAAAAAAAAAAAAAAAAABECKEKCGAAAAAAAAAAAAAAAAAAAAAADHEDCPAAAAAAAAAAAAAAAAAAAAAAAABFDKBCAAAAAAAAAAAAAAAA
	  2538   0.00   2609    384  1.20   1.00     91      1 5585228   1.00     1   AA
	  1038   0.00   2560    384  1.20   1.00     91      1 5743723   1.00     1   AA
	   959   0.00   1244    384  1.20   1.00     91      1 5743723   1.00     0
	  2522   0.00    999    384  1.20   1.00     91      1 6090843   1.00     0
LandscapeTiles_EndDefinition

LandFlattenAreas_StartDefinition
	# x      y       z      size
	# ==========================
LandFlattenAreas_EndDefinition

Lights_StartDefinition
	# x      y      z        r      g      b
	# =========================================
	 -0.13   0.64   0.76     0.77   0.64   0.70
	 -0.99   0.04   0.12     0.90   0.70   0.39
Lights_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
	TrunkPort           0       495.61  394.97  0       0.62    0.78    1       -1      
	MultiwiniaZone      1       3380.29 608.33  1       1.00    0.00    0       100.00   8   11
	MultiwiniaZone      2       582.30  506.99  0       1.00    0.00    0       100.00   10
	TrunkPort           3       3484.05 496.38  1       -0.67   0.75    1       -1      
	MultiwiniaZone      4       3489.50 3498.69 2       1.00    0.00    0       100.00
	TrunkPort           5       3587.28 3611.35 2       -0.67   -0.75   1       -1      
	MultiwiniaZone      6       448.12  3449.15 3       0.27    -0.96   0       100.00   9
	TrunkPort           7       351.69  3542.78 3       0.73    -0.68   1       -1      
	MultiwiniaZone      8       3376.39 2132.58 255     1.00    0.00    0       100.00   4
	MultiwiniaZone      9       2055.85 3421.56 255     1.00    0.00    0       100.00   4
	MultiwiniaZone      10      532.12  2112.69 255     1.00    0.00    0       100.00   6
	MultiwiniaZone      11      2049.12 636.01  255     1.00    0.00    0       100.00   2
	MultiwiniaZone      12      2066.40 1957.01 255     1.00    0.00    0       100.00   10   9   8   11
	LaserFence          13      730.97  3382.07 3       -0.08   1.00    0       14      2.50  2
	LaserFence          14      677.71  3675.76 3       0.88    0.48    0       15      2.50  2
	LaserFence          15      527.60  3784.62 3       0.17    0.99    0       21      2.50  2
	LaserFence          16      161.96  3658.20 3       -0.74   0.68    0       17      2.50  2
	LaserFence          17      210.98  3493.92 3       -1.00   -0.04   0       18      2.50  2
	LaserFence          18      171.73  3335.64 3       -0.96   0.29    0       19      2.50  2
	LaserFence          19      140.68  3274.35 3       -0.97   -0.24   0       22      2.50  2
	LaserFence          20      441.30  3255.21 3       -0.98   -0.19   0       -1      2.50  2
	LaserFence          21      329.83  3724.31 3       -0.23   0.97    0       16      2.50  2
	LaserFence          22      225.82  3226.28 3       -0.18   -0.98   0       20      2.50  2
	LaserFence          23      3535.29 3193.81 2       1.00    0.00    0       24      2.50  2
	LaserFence          24      3697.39 3241.22 2       0.62    -0.78   0       25      2.50  2
	LaserFence          25      3741.63 3411.20 2       0.94    -0.34   0       26      2.50  2
	LaserFence          26      3801.75 3597.50 2       0.92    0.39    0       27      2.50  2
	LaserFence          27      3631.75 3801.68 2       0.09    1.00    0       28      2.50  2
	LaserFence          28      3468.80 3700.66 2       -0.31   0.95    0       29      2.50  2
	LaserFence          29      3364.71 3713.11 2       -0.11   0.99    0       30      2.50  2
	LaserFence          30      3275.14 3678.79 2       -0.76   0.65    0       31      2.50  2
	LaserFence          31      3264.42 3421.28 2       -0.01   1.00    0       -1      2.50  2
	LaserFence          32      3081.54 592.24  1       0.36    -0.93   0       33      2.50  2
	LaserFence          33      3145.88 380.60  1       -0.74   -0.68   0       34      2.50  2
	LaserFence          34      3381.21 361.22  1       -0.32   -0.95   0       35      2.50  2
	LaserFence          35      3491.25 294.60  1       0.02    -1.00   0       36      2.50  2
	LaserFence          36      3598.77 396.56  1       0.80    -0.61   0       37      2.50  2
	LaserFence          37      3683.76 596.72  1       0.95    0.30    0       38      2.50  2
	LaserFence          38      3584.95 655.84  1       0.83    0.56    0       39      2.50  2
	LaserFence          39      3567.33 851.09  1       0.95    0.30    0       40      2.50  2
	LaserFence          40      3519.36 921.26  1       0.58    0.81    0       41      2.50  2
	LaserFence          41      3386.71 934.38  1       1.00    0.05    0       -1      2.50  2
	LaserFence          42      509.55  786.68  0       -0.67   -0.75   0       43      2.50  2
	LaserFence          43      333.39  595.36  0       -0.83   0.56    0       44      2.50  2
	LaserFence          44      284.91  450.67  0       -0.92   -0.38   0       45      2.50  2
	LaserFence          45      361.64  395.04  0       -0.88   -0.47   0       46      2.50  2
	LaserFence          46      357.71  299.49  0       -0.88   -0.47   0       47      2.50  2
	LaserFence          47      438.23  249.20  0       -0.28   -0.96   0       48      2.50  2
	LaserFence          48      655.75  271.27  0       -0.50   -0.86   0       49      2.50  2
	LaserFence          49      714.70  198.46  0       -0.28   -0.96   0       50      2.50  2
	LaserFence          50      846.41  342.11  0       0.95    -0.30   0       51      2.50  2
	LaserFence          51      817.10  524.30  0       0.17    -0.99   0       -1      2.50  2
	RestrictionZone     52      598.26  506.78  255     1.00    0.00    0       543.49    0
	RestrictionZone     53      3359.37 634.76  255     1.00    0.00    0       543.49    0
	RestrictionZone     54      3465.56 3455.46 255     1.00    0.00    0       543.49    0
	RestrictionZone     55      483.70  3459.18 255     1.00    0.00    0       543.49    0
	AITarget            56      3485.26 3503.27 255     1.00    0.00    0       -1    0.00 1     
	AITarget            57      3250.02 3155.80 255     1.00    0.00    0       -1    0.00 1     
	AITarget            58      3372.92 2126.04 255     1.00    0.00    0       -1    0.00 1     
	AITarget            59      3383.76 611.31  255     1.00    0.00    0       -1    0.00 1     
	AITarget            60      2048.40 639.37  255     1.00    0.00    0       -1    0.00 1     
	AITarget            61      582.86  506.61  255     1.00    0.00    0       -1    0.00 1     
	AITarget            62      542.22  2110.70 255     1.00    0.00    0       -1    0.00 1     
	AITarget            63      445.72  3452.85 255     1.00    0.00    0       -1    0.00 1     
	AITarget            64      2058.41 3422.29 255     1.00    0.00    0       -1    0.00 1     
	AITarget            65      2071.27 1956.64 255     1.00    0.00    0       -1    0.00 1     
	AITarget            66      3355.99 2722.32 255     1.00    0.00    0       -1    0.00 1     
	AITarget            67      2900.58 3371.52 255     1.00    0.00    0       -1    0.00 1     
	AITarget            68      2481.73 3392.84 255     1.00    0.00    0       -1    0.00 1     
	AITarget            69      2019.73 3017.43 255     1.00    0.00    0       -1    0.00 1     
	AITarget            70      2111.82 2506.01 255     1.00    0.00    0       -1    0.00 1     
	AITarget            71      2569.77 2029.31 255     1.00    0.00    0       -1    0.00 1     
	AITarget            72      2929.80 2124.64 255     1.00    0.00    0       -1    0.00 1     
	AITarget            73      3305.66 1541.39 255     1.00    0.00    0       -1    0.00 1     
	AITarget            74      3206.52 1004.49 255     1.00    0.00    0       -1    0.00 1     
	AITarget            75      2947.67 740.01  255     1.00    0.00    0       -1    0.00 1     
	AITarget            76      2437.03 444.33  255     1.00    0.00    0       -1    0.00 1     
	AITarget            77      2180.29 1071.24 255     1.00    0.00    0       -1    0.00 1     
	AITarget            78      2137.20 1402.49 255     1.00    0.00    0       -1    0.00 1     
	AITarget            79      725.71  3075.39 255     1.00    0.00    0       -1    0.00 1     
	AITarget            80      1142.48 3316.80 255     1.00    0.00    0       -1    0.00 1     
	AITarget            81      1599.73 3354.41 255     1.00    0.00    0       -1    0.00 1     
	AITarget            82      601.19  2560.43 255     1.00    0.00    0       -1    0.00 1     
	AITarget            83      1135.04 2069.34 255     1.00    0.00    0       -1    0.00 1     
