MultiwiniaOptions_StartDefinition
	GameTypes	RocketRiot 
	PopulationCap	1800
	DefenderPopulationCap	-1
	NumPlayers	2
	Difficulty	intermediate
LandscapeTiles_EndDefinition

LandFlattenAreas_StartDefinition
	# x      y       z      size
	# ==========================
LandFlattenAreas_EndDefinition

Lights_StartDefinition
	# x      y      z        r      g      b
	# =========================================
	 -0.25   0.60   0.76     0.71   0.71   0.71
	 -0.83   0.24   0.51     1.38   1.13   0.77
Lights_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
	EscapeRocket        0       1649.43 2444.84 0       1.00    0.00    0           -1   0.00      0     -1      0
	EscapeRocket        1       2845.08 1508.45 1       1.00    0.00    0           -1   0.00      0     -1      0
	FuelStation         2       1610.80 2553.84 0       0.17    0.99    0            0 
	FuelStation         3       1708.30 2335.56 0       0.84    -0.55   0            0 
	FuelStation         4       1751.21 2534.31 0       0.70    0.72    0            0 
	FuelGenerator       5       2206.70 3030.29 0       1.00    0.00    0           15 
	FuelGenerator       6       2732.58 2756.21 1       -0.16   -0.99   0           42 
	FuelGenerator       7       2549.20 599.06  1       -0.65   0.76    0           99 
	FuelGenerator       8       986.94  216.13  1       -0.37   0.93    0           34 
	FuelGenerator       9       350.73  1035.86 0       -0.85   -0.53   0           20 
	FuelGenerator       10      797.56  2606.30 0       -0.53   -0.85   0           11 
	FuelPipe            11      901.65  2797.37 255     1.00    -0.08   0           12 
	FuelPipe            12      1066.84 2913.02 255     1.00    0.00    0           14 
	FuelPipe            14      1268.73 2896.20 255     1.00    0.00    0          102 
	FuelPipe            15      2078.84 3049.95 255     1.00    0.00    0           16 
	FuelPipe            16      1887.92 3097.58 255     1.00    0.00    0           17 
	FuelPipe            17      1683.97 3085.33 255     1.00    0.00    0           18 
	FuelPipe            18      1609.41 2964.21 255     1.00    0.00    0          100 
	FuelPipe            20      511.38  1183.72 255     0.99    -0.15   0           21 
	FuelPipe            21      546.03  1374.58 255     1.00    0.00    0          107 
	FuelPipe            22      843.70  1490.97 255     1.00    0.00    0           23 
	FuelPipe            23      945.21  1625.32 255     1.00    0.00    0           24 
	FuelPipe            24      1083.40 1666.65 255     1.00    0.00    0           25 
	FuelPipe            25      1272.62 1689.84 255     1.00    0.00    0           26 
	FuelPipe            26      1371.87 1853.88 255     1.00    0.00    0          108 
	FuelStation         27      2824.95 1369.87 1       -0.23   -0.97   0            1 
	FuelStation         28      2940.18 1601.61 1       0.54    0.84    0            1 
	FuelStation         29      2723.54 1574.65 1       -0.90   0.44    0            1 
	FuelPipe            30      2695.88 856.00  255     1.00    0.00    0           31 
	FuelPipe            31      2733.29 957.31  255     1.00    0.00    0           32 
	FuelPipe            32      2569.29 977.38  255     1.00    0.00    0           33 
	FuelPipe            33      2573.79 1167.79 255     1.00    0.00    0           90 
	FuelPipe            34      1137.08 384.70  255     1.00    0.00    0           35 
	FuelPipe            35      1324.99 409.98  255     1.00    0.00    0           36 
	FuelPipe            36      1482.63 516.46  255     1.00    0.00    0           37 
	FuelPipe            37      1612.28 664.71  255     1.00    0.00    0           38 
	FuelPipe            38      1708.21 834.61  255     1.00    0.00    0           39 
	FuelPipe            39      1843.84 973.11  255     1.00    0.00    0           40 
	FuelPipe            40      2021.14 1058.43 255     1.00    0.00    0           41 
	FuelPipe            41      2023.45 1235.55 255     1.00    0.00    0           13 
	FuelPipe            42      2780.06 2960.67 255     1.00    0.00    0           43 
	FuelPipe            43      2937.38 2924.87 255     1.00    0.00    0           44 
	FuelPipe            44      3071.84 2964.47 255     1.00    0.00    0           45 
	FuelPipe            45      2995.01 2816.75 255     1.00    0.00    0           46 
	FuelPipe            46      3128.55 2782.23 255     1.00    0.00    0           94 
	PowerSplitter       50      2333.82 2437.11 255     0.85    0.52    0       -1      57  56  
	SolarPanel          51      2549.95 2071.42 255     0.00    0.97    0       54      
	SolarPanel          52      2327.18 2033.67 255     -0.00   1.00    0       54      
	SolarPanel          53      2604.92 2249.52 255     -0.00   1.00    0       50      
	SolarPanel          54      2321.99 2303.05 255     0.00    1.00    0       53      
	SolarPanel          55      2688.32 2407.04 255     -0.00   1.00    0       53      
	Pylon               56      2360.77 2458.88 0       0.12    0.99    0       58      
	Pylon               57      2366.69 2451.89 1       1.00    0.00    0       59      
	Pylon               58      2310.37 2692.71 255     1.00    0.00    0       60      
	Pylon               59      2634.34 2583.30 255     0.85    -0.52   0       61      
	PylonEnd            60      2258.63 3024.64 255     0.27    -0.96   0       5       
	PylonEnd            61      2719.05 2705.10 255     -1.00   -0.04   0       6       
	PylonEnd            62      2509.95 622.93  255     -0.59   -0.81   0       7       
	PylonEnd            63      968.48  266.66  255     0.88    0.48    0       8       
	PylonEnd            64      431.13  1051.44 255     1.00    0.00    0       9       
	PylonEnd            65      788.69  2558.17 255     0.85    -0.52   0       10      
	SolarPanel          66      1114.90 1187.45 255     0.00    1.00    0       69      
	SolarPanel          67      1214.79 831.64  255     0.00    0.99    0       69      
	SolarPanel          68      1316.21 1026.57 255     0.00    1.00    0       67      
	SolarPanel          69      1035.36 980.57  255     -0.00   1.00    0       76      
	SolarPanel          70      938.47  1310.41 255     0.00    1.00    0       66      
	SolarPanel          71      1984.28 1611.54 255     0.00    1.00    0       73      
	SolarPanel          72      2026.17 1445.05 255     0.00    1.00    0       71      
	SolarPanel          73      1803.72 1694.11 255     0.00    1.00    0       74      
	SolarPanel          74      1593.81 1750.95 255     -0.00   1.00    0       77      
	SolarPanel          75      1759.36 1447.35 255     0.00    1.00    0       73      
	PowerSplitter       76      957.72  754.31  255     1.00    0.00    0       -1      78  79  
	PowerSplitter       77      1142.65 1609.28 255     1.00    0.00    0       -1      81  80  
	Pylon               78      957.72  754.31  1       1.00    0.00    0       63      
	Pylon               79      958.88  754.39  0       1.00    0.00    0       64      
	Pylon               80      1142.77 1608.69 1       1.00    0.00    0       83      
	Pylon               81      1142.90 1608.09 0       1.00    0.00    0       82      
	Pylon               82      947.84  2087.78 255     0.94    0.34    0       65      
	Pylon               83      1411.04 1302.13 255     -0.77   -0.64   0       84      
	Pylon               84      1705.53 1112.24 255     -0.46   -0.89   0       85      
	Pylon               85      2177.61 802.56  255     0.70    0.72    0       62      
	TrunkPort           47      808.02  584.39  0       1.00    0.00    1       -1      
	TrunkPort           86      1597.39 237.84  1       0.02    1.00    1       -1      
	AITarget            88      1149.24 1074.10 255     1.00    0.00    0       -1    0.00 1     
	AITarget            89      1816.71 1587.30 255     1.00    0.00    0       -1    0.00 1     
	AITarget            92      2489.79 2227.86 255     1.00    0.00    0       -1    0.00 1     
	FuelPipe            13      2107.21 1304.20 255     1.00    0.00    0           19 
	FuelPipe            19      2303.61 1327.89 255     1.00    0.00    0           48 
	FuelPipe            48      2381.18 1493.88 255     1.00    0.00    0           49 
	FuelPipe            49      2534.47 1483.24 255     1.00    0.00    0           87 
	FuelPipe            87      2593.71 1439.52 255     1.00    0.00    0           29 
	FuelPipe            90      2700.39 1148.70 255     1.00    0.00    0           93 
	FuelPipe            91      2984.10 1248.65 255     1.00    0.00    0           27 
	FuelPipe            93      2869.26 1100.68 255     1.00    0.00    0           91 
	FuelPipe            94      3093.35 2586.94 255     1.00    0.00    0           95 
	FuelPipe            95      3087.66 2384.44 255     1.00    0.00    0           96 
	FuelPipe            96      3071.29 2181.90 255     1.00    0.00    0           97 
	FuelPipe            97      3011.25 1985.18 255     1.00    0.00    0           98 
	FuelPipe            98      2964.90 1789.64 255     1.00    0.00    0           28 
	FuelPipe            99      2785.90 677.02  255     1.00    0.00    0           30 
	FuelPipe            100     1684.69 2907.40 255     1.00    0.00    0          101 
	FuelPipe            101     1764.80 2737.02 255     1.00    0.00    0            4 
	FuelPipe            102     1390.03 2842.94 255     1.00    0.00    0          103 
	FuelPipe            103     1401.24 3020.08 255     1.00    0.00    0          104 
	FuelPipe            104     1531.98 2955.79 255     1.00    0.00    0          105 
	FuelPipe            105     1607.75 2885.37 255     1.00    0.00    0          106 
	FuelPipe            106     1505.61 2697.72 255     1.00    0.00    0            2 
	FuelPipe            107     647.99  1520.03 255     1.00    0.00    0           22 
	FuelPipe            108     1498.09 2000.77 255     1.00    0.00    0          109 
	FuelPipe            109     1653.45 2112.95 255     1.00    0.00    0          110 
	FuelPipe            110     1596.63 2208.24 255     1.00    0.00    0            3 
	LaserFence          111     2662.75 1648.13 1       -0.13   -0.99   0       112     0.75  2
	LaserFence          112     2659.45 1567.37 1       -0.97   0.26    0       113     0.75  2
	LaserFence          113     2610.33 1511.43 1       -0.92   0.40    0       114     0.75  2
	LaserFence          114     2635.32 1408.03 1       -0.86   -0.52   0       115     0.75  2
	LaserFence          115     2711.56 1310.11 1       -0.80   -0.60   0       116     0.75  2
	LaserFence          116     2767.14 1235.05 1       -0.55   -0.84   0       117     0.75  2
	LaserFence          117     2950.69 1228.19 1       -0.37   -0.93   0       118     0.75  2
	LaserFence          118     3064.23 1095.38 1       -0.18   -0.98   0       119     0.75  2
	LaserFence          119     3254.19 1199.66 1       1.00    0.00    0       120     0.75  2
	LaserFence          120     3085.85 1267.81 1       0.80    0.61    0       121     0.75  2
	LaserFence          121     3087.54 1381.67 1       0.73    -0.68   0       122     0.75  2
	LaserFence          122     3248.51 1412.39 1       0.80    -0.61   0       123     0.75  2
	LaserFence          123     3228.66 1561.53 1       0.76    0.64    0       124     0.75  2
	LaserFence          124     2996.33 1577.89 1       0.80    0.61    0       125     0.75  2
	LaserFence          125     3018.16 1639.63 1       0.95    0.30    0       126     0.75  2
	LaserFence          126     2916.97 1726.91 1       0.92    0.39    0       127     0.75  2
	LaserFence          127     2903.82 1797.55 1       -0.03   -1.00   0       -1      0.75  2
	LaserFence          128     1872.83 2239.32 0       -1.00   0.01    0       129     0.75  2
	LaserFence          129     1761.08 2232.56 0       -0.18   -0.98   0       130     0.75  2
	LaserFence          130     1595.52 2307.30 0       -0.32   -0.95   0       141     0.75  2
	LaserFence          131     1557.04 2393.34 0       -1.00   -0.04   0       132     0.75  2
	LaserFence          132     1494.69 2514.43 0       -0.80   0.60    0       133     0.75  2
	LaserFence          133     1551.42 2514.45 0       -0.67   0.75    0       140     0.75  2
	LaserFence          134     1545.71 2724.24 0       -0.79   0.61    0       135     0.75  2
	LaserFence          135     1608.88 2766.99 0       -0.46   0.89    0       136     0.75  2
	LaserFence          136     1763.76 2831.72 0       0.41    0.91    0       137     0.75  2
	LaserFence          137     1815.81 2687.57 0       1.00    0.00    0       138     0.75  2
	LaserFence          138     1803.26 2548.50 0       0.94    0.34    0       139     0.75  2
	LaserFence          139     1891.79 2487.85 0       -0.90   0.43    0       -1      0.75  2
	LaserFence          140     1556.21 2620.76 0       -1.00   0.06    0       134     0.75  2
	LaserFence          141     1512.75 2325.56 0       -0.90   -0.43   0       131     0.75  2
	Tree                142     2353.34 1764.41 255     1.00    0.00    0       113.91  5.61    0.85    0.88    6       73521   -12829556   -16633099   0       0       0       
	Tree                143     2225.53 1795.99 255     1.00    0.00    0       116.55  5.61    0.85    0.88    6       83864   -12829556   -16633099   0       0       0       
	Tree                144     2272.66 1743.97 255     1.00    0.00    0       105.34  5.61    0.85    0.88    6       83873   -12829556   -16633099   0       0       0       
	Tree                145     2337.77 1681.93 255     1.00    0.00    0       117.09  5.61    0.85    0.88    6       83894   -12829556   -16633099   0       0       0       
	Tree                146     1223.83 1488.09 255     1.00    0.00    0       129.39  5.61    0.85    0.88    6       83943   -12829556   -16633099   0       0       0       
	Tree                147     1227.64 1430.78 255     1.00    0.00    0       118.18  5.61    0.85    0.88    6       83952   -12829556   -16633099   0       0       0       
	Tree                148     1133.30 1462.05 255     1.00    0.00    0       106.98  5.61    0.85    0.88    6       83964   -12829556   -16633099   0       0       0       
	Tree                149     1174.15 1388.15 255     1.00    0.00    0       129.94  5.61    0.85    0.88    6       83973   -12829556   -16633099   0       0       0       
	Tree                150     814.32  2179.93 255     1.00    0.00    0       119.27  5.61    0.85    0.88    6       84013   -12829556   -16633099   0       0       0       
	Tree                151     816.15  2088.87 255     1.00    0.00    0       119.27  5.61    0.85    0.88    6       84013   -12829556   -16633099   0       0       0       
	Tree                152     869.82  2048.92 255     1.00    0.00    0       108.06  5.61    0.85    0.88    6       84022   -12829556   -16633099   0       0       0       
	Tree                153     754.44  2135.49 255     1.00    0.00    0       96.86   5.61    0.85    0.88    6       84034   -12829556   -16633099   0       0       0       
	Tree                154     795.54  2064.56 255     1.00    0.00    0       119.82  5.61    0.85    0.88    6       84044   -12829556   -16633099   0       0       0       
	Tree                155     803.90  1978.67 255     1.00    0.00    0       108.61  5.61    0.85    0.88    6       84053   -12829556   -16633099   0       0       0       
	Tree                156     2040.36 459.25  255     1.00    0.00    0       120.91  5.61    0.85    0.88    6       84102   -12829556   -16633099   0       0       0       
	Tree                157     1985.33 500.84  255     1.00    0.00    0       120.91  5.61    0.85    0.88    6       84102   -12829556   -16633099   0       0       0       
	Tree                158     3238.50 2199.08 255     1.00    0.00    0       99.04   5.61    0.85    0.88    6       84153   -12829556   -16633099   0       0       0       
	Tree                159     3199.91 2155.01 255     1.00    0.00    0       122.00  5.61    0.85    0.88    6       84163   -12829556   -16633099   0       0       0       
	Tree                160     3148.17 2117.86 255     1.00    0.00    0       110.79  5.61    0.85    0.88    6       84172   -12829556   -16633099   0       0       0       
	Tree                161     3210.56 2418.96 255     1.00    0.00    0       99.58   5.61    0.85    0.88    6       84181   -12829556   -16633099   0       0       0       
	Tree                162     3194.35 2342.24 255     1.00    0.00    0       122.55  5.61    0.85    0.88    6       84193   -12829556   -16633099   0       0       0       
	Tree                163     1132.10 2274.49 255     1.00    0.00    0       101.22  5.61    0.85    0.88    6       84272   -12829556   -16633099   0       0       0       
	Tree                164     1185.51 2234.19 255     1.00    0.00    0       101.22  5.61    0.85    0.88    6       84272   -12829556   -16633099   0       0       0       
	Tree                165     1290.16 2261.55 255     1.00    0.00    0       112.97  5.61    0.85    0.88    6       84291   -12829556   -16633099   0       0       0       
	AITarget            166     1020.37 1255.13 255     1.00    0.00    0       -1    0.00 1     
	AITarget            167     1162.94 862.11  255     1.00    0.00    0       -1    0.00 1     
	AITarget            168     1510.33 1347.86 255     1.00    0.00    0       -1    0.00 1     
	AITarget            169     1606.87 306.90  255     1.00    0.00    0       -1    0.00 1     
	AITarget            170     883.00  595.71  255     1.00    0.00    0       -1    0.00 1     
	AITarget            171     1501.23 656.51  255     1.00    0.00    0       -1    0.00 1     
	AITarget            173     1949.32 1446.60 255     1.00    0.00    0       -1    0.00 1     
	AITarget            174     1685.29 1735.60 255     1.00    0.00    0       -1    0.00 1     
	AITarget            175     2055.48 2002.09 255     1.00    0.00    0       -1    0.00 1     
	AITarget            176     2475.80 2066.60 255     1.00    0.00    0       -1    0.00 1     
	AITarget            177     1996.51 2336.19 255     1.00    0.00    0       -1    0.00 1     
	AITarget            178     1776.01 2418.60 255     1.00    0.00    0       -1    0.00 1     
	AITarget            179     2746.17 1864.22 255     1.00    0.00    0       -1    0.00 1     
	AITarget            180     2832.72 1588.17 255     1.00    0.00    0       -1    0.00 1     
	AIObjectiveMarker   181     1810.08 1590.77 0       1.00    0.00    0       306.60   -1   0   0
	AIObjectiveMarker   182     1822.48 1594.14 1       1.00    0.00    0       306.60   -1   0   0
	AIObjectiveMarker   172     1109.91 1091.03 1       1.00    0.00    0       288.14   -1   0   0
	AIObjectiveMarker   183     1116.26 1094.41 0       1.00    0.00    0       288.14   -1   0   0
	AIObjectiveMarker   184     2530.26 2191.00 0       1.00    0.00    0       276.02   -1   0   0
	AIObjectiveMarker   185     2509.14 2190.50 1       1.00    0.00    0       276.02   -1   0   0
Buildings_EndDefinition

CameraMounts_StartDefinition
	# Name	          Pos                   Front          Up
	# =========================================================================
	start           1371.08 1088.68 2718.44 0.01 -0.56 -0.83 0.01 0.83 -0.56
	player1         1289.41  465.12 -263.13 0.23 -0.29 0.93 0.07 0.96 0.28
	player0          285.61  385.49  293.56 0.72 -0.24 0.65 0.18 0.97 0.16
CameraMounts_EndDefinition

CameraAnimations_StartDefinition
CameraAnimations_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
Buildings_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId runAsTask
	# ==================================================================================
InstantUnits_EndDefinition

PrimaryObjectives_StartDefinition
	NeverTrue 
PrimaryObjectives_EndDefinition
