MultiwiniaOptions_StartDefinition
	Name		NewLevel
	GameTypes	Domination 
	PopulationCap	1800
	DefenderPopulationCap	-1
	NumPlayers	3
	Difficulty	advanced
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
	SpawnPoint          0       3260.69 5328.82 0       -0.03   -1.00   0       
	SpawnPoint          1       522.43  720.29  1       0.88    0.48    0       
	SpawnPoint          2       5090.69 1156.18 2       -0.82   0.57    0       
	SpawnPoint          3       2996.14 2500.37 255     0.73    -0.68   0       
	SpawnPoint          4       2632.66 2482.86 255     -0.67   -0.74   0       
	SpawnPoint          5       2791.21 2899.64 255     -0.08   1.00    0       
	JumpPad             6       4924.34 1377.74 255     -0.90   0.43    0       149.50 0.73 
	JumpPad             7       5177.72 1356.92 255     -0.03   1.00    0       175.41 0.73 
	JumpPad             8       5018.01 1091.78 255     -0.96   -0.29   0       168.64 0.95 
	JumpPad             9       733.01  698.27  255     1.00    -0.10   0       180.66 0.98 
	JumpPad             10      756.79  833.66  255     0.73    0.68    0       173.30 0.97 
	JumpPad             11      601.75  878.72  255     0.08    1.00    0       199.66 0.91 
	JumpPad             12      3184.54 5097.53 255     -0.28   -0.96   0       170.69 1.05 
	JumpPad             13      3047.63 5184.90 255     -0.86   -0.52   0       194.54 0.66 
	JumpPad             14      3321.91 5144.83 255     0.81    -0.58   0       192.59 1.08 
	JumpPad             15      5223.10 3666.73 255     -0.08   -1.00   0       211.54 1.04 
	JumpPad             16      5187.86 3914.82 255     -0.83   0.56    0       203.91 0.97 
	JumpPad             17      558.63  3753.90 255     0.02    -1.00   0       227.38 0.70 
	JumpPad             18      802.42  3511.09 255     0.81    0.59    0       224.05 0.97 
	JumpPad             19      3097.35 616.88  255     0.94    0.34    0       192.87 0.97 
	JumpPad             20      2916.71 607.67  255     -1.00   0.09    0       196.76 0.87 
	JumpPad             21      2154.77 2158.60 255     -0.74   -0.68   0       198.52 1.02 
	JumpPad             22      3401.23 2085.15 255     0.90    -0.43   0       189.80 1.00 
	JumpPad             23      2692.32 3475.90 255     0.27    0.96    0       188.44 1.00 
	AITarget            24      5125.69 1213.51 255     1.00    0.00    0       -1    0.00 1     
	AITarget            25      5021.95 1092.34 255     1.00    0.00    0       -1    0.00 1     
	AITarget            26      5181.77 1364.90 255     1.00    0.00    0       -1    0.00 1     
	AITarget            27      4923.02 1374.35 255     1.00    0.00    0       -1    0.00 1     
	AITarget            28      5188.89 3920.90 255     1.00    0.00    0       -1    0.00 1     
	AITarget            29      5113.38 3791.26 255     0.85    -0.52   0       -1    0.00 1     
	AITarget            30      3212.60 5280.79 255     1.00    0.00    0       -1    0.00 1     
	AITarget            31      3316.40 5164.68 255     1.00    0.00    0       -1    0.00 1     
	AITarget            32      3186.40 5099.80 255     1.00    0.00    0       -1    0.00 1     
	AITarget            33      3050.54 5185.12 255     1.00    0.00    0       -1    0.00 1     
	AITarget            34      816.49  3616.08 255     -0.41   0.91    0       -1    0.00 1     
	AITarget            35      683.42  3635.49 255     0.92    0.39    0       -1    0.00 1     
	AITarget            36      563.39  677.06  255     1.00    0.00    0       -1    0.00 1     
	AITarget            37      760.37  838.31  255     1.00    0.00    0       -1    0.00 1     
	AITarget            38      735.44  698.62  255     1.00    0.00    0       -1    0.00 1     
	AITarget            39      603.42  878.49  255     1.00    0.00    0       -1    0.00 1     
	AITarget            40      2924.21 606.24  255     1.00    0.00    0       -1    0.00 1     
	AITarget            41      3094.73 617.96  255     1.00    0.00    0       -1    0.00 1     
	SpawnPoint          48      3146.29 5332.10 0       0.12    -0.99   0       
	SpawnPoint          49      532.75  620.11  1       0.92    0.39    0       
	SpawnPoint          50      5160.98 1238.19 2       -0.59   0.81    0       
	SpawnPointMaster    51      2465.39 824.31  255     1.00    0.00    0       2     50    4     3     5     49    1     0     48    142   148   146   184   185   183   
	LaserFence          52      3077.12 5388.23 255     -0.83   0.56    0       53      1.00  2
	LaserFence          53      3196.56 5430.08 255     0.02    1.00    0       54      1.00  2
	LaserFence          54      3352.65 5388.71 255     0.76    0.64    0       55      1.00  2
	LaserFence          55      3385.99 5200.37 255     0.98    0.20    0       56      0.50  2
	LaserFence          56      3409.86 5047.38 255     0.62    -0.78   0       62      0.50  2
	LaserFence          57      3186.50 5034.17 255     -0.67   -0.75   0       58      0.50  2
	LaserFence          58      3104.88 5142.49 255     -0.42   -0.91   0       60      0.50  2
	LaserFence          59      2990.37 5245.77 255     -0.73   0.69    0       61      0.50  2
	LaserFence          60      2976.72 5121.26 255     -0.74   -0.68   0       59      0.50  2
	LaserFence          61      3075.20 5282.39 255     -0.80   0.60    0       52      1.00  2
	LaserFence          62      3278.50 5063.22 255     0.02    -1.00   0       57      0.50  2
	LaserFence          63      5265.18 1323.97 255     0.90    0.43    0       64      1.00  2
	LaserFence          64      5280.99 1231.56 255     0.88    -0.48   0       65      1.00  2
	LaserFence          65      5252.18 1188.78 255     0.88    -0.48   0       66      1.00  2
	LaserFence          66      5227.09 1127.84 255     0.54    -0.84   0       67      1.00  2
	LaserFence          67      5137.88 1091.63 255     0.54    -0.84   0       68      1.00  2
	LaserFence          68      5084.61 1020.38 255     0.36    -0.93   0       69      1.00  2
	LaserFence          69      4936.11 1018.68 255     -0.80   -0.60   0       70      0.25  2
	LaserFence          70      4986.95 1218.74 255     -0.96   -0.29   0       71      0.40  2
	LaserFence          71      4895.20 1235.98 255     -0.92   -0.38   0       72      0.50  2
	LaserFence          72      4872.28 1402.16 255     -0.73   0.69    0       73      0.25  2
	LaserFence          73      5027.52 1438.24 255     -0.03   1.00    0       74      0.50  2
	LaserFence          74      5169.77 1445.12 255     0.50    0.87    0       75      0.30  2
	LaserFence          75      5217.99 1432.06 255     0.76    0.64    0       63      1.00  2
	LaserFence          76      416.74  543.56  255     -0.63   -0.78   0       87      1.00  2
	LaserFence          77      511.71  536.02  255     0.02    -1.00   0       76      1.00  2
	LaserFence          78      605.59  545.87  255     0.66    -0.75   0       77      0.50  2
	LaserFence          79      633.69  612.92  255     0.50    -0.87   0       78      0.50  2
	LaserFence          80      761.70  627.29  255     0.73    -0.68   0       79      0.50  2
	LaserFence          81      813.92  837.30  255     1.00    0.00    0       80      0.50  2
	LaserFence          82      757.38  918.72  255     0.12    0.99    0       81      0.50  2
	LaserFence          83      652.65  871.12  255     0.27    0.96    0       82      0.50  2
	LaserFence          84      596.83  937.61  255     0.02    1.00    0       83      0.50  2
	LaserFence          85      485.15  849.49  255     -0.85   0.53    0       84      1.00  2
	LaserFence          86      444.64  726.24  255     -0.92   0.40    0       85      1.00  2
	LaserFence          87      429.07  627.25  255     -0.99   0.16    0       86      1.00  2
	LaserFence          88      3401.01 2257.17 255     0.85    -0.52   0       45      1.00  2
	LaserFence          89      2559.86 1939.25 255     0.22    -0.98   0       92      1.00  2
	LaserFence          90      2249.89 2072.22 255     0.07    -1.00   0       137     1.00  2
	LaserFence          91      2888.44 2031.73 255     0.88    -0.48   0       89      1.00  2
	LaserFence          92      2524.34 2085.57 255     0.12    -0.99   0       90      1.00  2
	LaserFence          93      2179.41 2438.59 255     -0.70   -0.71   0       94      1.00  2
	LaserFence          94      2181.41 2554.23 255     -0.99   -0.14   0       95      1.00  2
	LaserFence          95      2212.91 2676.78 255     -0.59   -0.81   0       96      1.00  2
	LaserFence          96      2251.38 2922.87 255     -0.63   -0.78   0       97      1.00  2
	LaserFence          97      2027.73 3257.73 255     -1.00   -0.09   0       98      1.00  2
	LaserFence          98      2018.24 3411.35 255     -0.87   0.49    0       138     1.00  2
	LaserFence          99      2467.48 3322.91 255     -0.13   0.99    0       143     1.00  2
	LaserFence          100     2874.20 3499.66 255     -0.08   1.00    0       101     1.00  2
	LaserFence          101     3007.07 3407.76 255     -0.08   1.00    0       43      1.00  2
	LaserFence          102     3364.64 3326.10 255     0.58    0.81    0       103     1.00  2
	LaserFence          103     3370.36 3067.32 255     1.00    0.00    0       42      1.00  2
	LaserFence          104     3418.86 2770.72 255     1.00    0.00    0       105     1.00  2
	LaserFence          105     3380.64 2451.67 255     1.00    0.00    0       88      1.00  2
	LaserFence          106     2865.16 674.42  255     -0.59   0.81    0       114     0.50  2
	LaserFence          107     3139.60 666.51  255     0.62    0.78    0       106     0.50  2
	LaserFence          108     3165.78 492.60  255     0.90    -0.43   0       107     0.50  2
	LaserFence          109     3054.51 421.42  255     0.66    -0.75   0       108     0.50  2
	LaserFence          110     3011.32 332.48  255     0.88    -0.48   0       109     0.50  2
	LaserFence          111     2949.57 280.10  255     0.07    -1.00   0       110     0.50  2
	LaserFence          112     2858.57 316.61  255     -0.83   -0.56   0       111     0.50  2
	LaserFence          113     2829.61 452.17  255     -0.99   0.11    0       112     0.50  2
	LaserFence          114     2846.18 549.57  255     -0.76   0.65    0       113     1.00  2
	LaserFence          115     5274.81 3602.11 255     0.50    -0.87   0       116     0.30  2
	LaserFence          116     5154.70 3626.61 255     -0.77   -0.64   0       117     0.30  2
	LaserFence          117     5086.74 3660.57 255     -0.42   -0.91   0       118     0.60  2
	LaserFence          118     5001.58 3726.53 255     -0.50   -0.86   0       119     0.50  2
	LaserFence          119     4953.79 3812.35 255     -0.96   0.29    0       120     1.00  2
	LaserFence          120     5031.75 3868.91 255     -0.70   0.71    0       121     0.30  2
	LaserFence          121     5047.85 3956.95 255     -0.08   1.00    0       122     0.30  2
	LaserFence          122     5208.59 3993.42 255     0.66    0.75    0       123     0.30  2
	LaserFence          123     5237.33 3874.70 255     0.88    0.48    0       124     1.00  2
	LaserFence          124     5288.06 3731.15 255     1.00    0.00    0       115     1.00  2
	LaserFence          125     657.14  3811.39 255     0.62    0.78    0       134     0.50  2
	LaserFence          126     505.58  3817.97 255     -0.67   0.75    0       125     0.50  2
	LaserFence          127     512.46  3649.56 255     -0.92   -0.38   0       126     1.00  2
	LaserFence          128     564.23  3621.78 255     -0.90   -0.43   0       127     1.00  2
	LaserFence          129     564.24  3517.10 255     -0.59   -0.81   0       128     0.50  2
	LaserFence          130     701.56  3524.28 255     -0.50   -0.86   0       129     0.50  2
	LaserFence          131     754.95  3419.69 255     -0.59   -0.81   0       130     0.50  2
	LaserFence          132     859.83  3438.86 255     0.58    -0.81   0       131     0.50  2
	LaserFence          133     854.56  3710.29 255     0.83    0.56    0       132     0.50  2
	LaserFence          134     752.22  3815.20 255     0.66    0.75    0       133     0.50  2
	AITarget            139     5218.38 3660.71 255     1.00    0.00    0       -1    0.00 1     
	AITarget            141     5235.16 3786.07 255     1.00    0.00    0       -1    0.00 1     
	SpawnPoint          142     5051.86 3791.86 255     1.00    0.00    0       
	AITarget            144     799.83  3500.37 255     1.00    0.00    0       -1    0.00 1     
	AITarget            145     558.13  3745.37 255     1.00    0.00    0       -1    0.00 1     
	SpawnPoint          146     633.41  3585.76 255     0.76    0.64    0       
	AITarget            147     708.75  3761.47 255     -0.41   0.91    0       -1    0.00 1     
	SpawnPoint          148     2935.76 365.60  255     0.28    0.96    0       
	AITarget            149     2951.28 418.67  255     1.00    0.00    0       -1    0.00 1     
	AITarget            150     2879.04 508.14  255     1.00    0.00    0       -1    0.00 1     
	AITarget            151     3129.91 500.31  255     1.00    0.00    0       -1    0.00 1     
	LaserFence          42      3395.50 2933.64 255     1.00    0.00    0       104     1.00  2
	LaserFence          43      3188.84 3429.25 255     -0.08   1.00    0       102     1.00  2
	LaserFence          44      3101.53 1965.23 255     0.85    -0.52   0       91      1.00  2
	LaserFence          45      3563.47 2187.93 255     0.85    -0.52   0       46      1.00  2
	LaserFence          46      3498.53 1960.21 255     0.85    -0.52   0       47      1.00  2
	LaserFence          47      3254.96 1918.98 255     0.85    -0.52   0       44      1.00  2
	LaserFence          135     1929.39 2178.43 255     -0.70   -0.71   0       93      1.00  2
	LaserFence          136     2072.27 2084.55 255     -0.70   -0.71   0       135     1.00  2
	LaserFence          137     2159.41 1927.51 255     -0.70   -0.71   0       136     1.00  2
	LaserFence          138     2326.34 3318.73 255     -0.87   0.49    0       99      1.00  2
	LaserFence          140     2618.95 3607.69 255     -0.13   0.99    0       100     1.00  2
	LaserFence          143     2560.11 3364.65 255     -0.13   0.99    0       140     1.00  2
	Tree                152     2394.68 2945.06 255     1.00    0.00    0       114.13  2.75    1.00    1.00    6       63722   -14988657   -12738494   0       0       0       
	Tree                153     2493.83 2835.76 255     1.00    0.00    0       106.55  2.75    1.00    1.00    6       54218   -14988657   -12738494   0       0       0       
	Tree                154     2555.47 2677.90 255     1.00    0.00    0       129.56  2.75    1.00    1.00    6       54230   -14988657   -12738494   0       0       0       
	Tree                155     3105.99 3022.85 255     1.00    0.00    0       130.11  2.75    1.00    1.00    6       54261   -14988657   -12738494   0       0       0       
	Tree                156     3039.84 2868.50 255     1.00    0.00    0       118.88  2.75    1.00    1.00    6       54270   -14988657   -12738494   0       0       0       
	Tree                157     3218.52 2767.20 255     1.00    0.00    0       130.65  2.75    1.00    1.00    6       54288   -14988657   -12738494   0       0       0       
	Tree                158     2625.57 2212.36 255     -0.94   -0.33   0       119.97  2.75    1.00    1.00    6       54328   -14988657   -12738494   0       0       0       
	Tree                159     2803.69 2268.39 255     1.00    0.00    0       119.97  2.75    1.00    1.00    6       54328   -14988657   -12738494   0       0       0       
	Tree                160     2924.06 2166.40 255     1.00    0.00    0       108.74  2.75    1.00    1.00    6       54340   -14988657   -12738494   0       0       0       
	AITarget            161     5080.81 3681.59 255     1.00    0.00    0       -1    0.00 1     
	AITarget            162     5062.49 3900.48 255     1.00    0.00    0       -1    0.00 1     
	AITarget            163     2689.48 3472.10 255     1.00    0.00    0       -1    0.00 1     
	AITarget            164     2702.88 3337.14 255     1.00    0.00    0       -1    0.00 1     
	AITarget            165     2791.87 2965.14 255     1.00    0.00    0       -1    0.00 1     
	AITarget            166     2579.16 2438.18 255     1.00    0.00    0       -1    0.00 1     
	AITarget            167     2147.76 2155.35 255     1.00    0.00    0       -1    0.00 1     
	AITarget            168     2260.66 2232.68 255     1.00    0.00    0       -1    0.00 1     
	AITarget            169     3391.48 2092.56 255     1.00    0.00    0       -1    0.00 1     
	AITarget            170     3279.82 2190.39 255     1.00    0.00    0       -1    0.00 1     
	AITarget            171     3043.84 2447.31 255     1.00    0.00    0       -1    0.00 1     
	AITarget            172     2773.68 2264.91 255     1.00    0.00    0       -1    0.00 1     
	AITarget            173     2410.56 2919.30 255     1.00    0.00    0       -1    0.00 1     
	AITarget            174     3137.57 3043.35 255     1.00    0.00    0       -1    0.00 1     
	AITarget            175     3234.37 2663.07 255     1.00    0.00    0       -1    0.00 1     
	AITarget            176     2355.62 2531.94 255     1.00    0.00    0       -1    0.00 1     
	GunTurret           177     3235.70 5219.89 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           178     3172.94 5223.44 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           179     5055.69 1320.36 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           180     5014.44 1265.94 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           181     647.26  792.88  255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           182     685.87  742.59  255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	SpawnPoint          183     2318.34 2774.57 255     1.00    0.00    0       
	SpawnPoint          184     2768.29 2117.35 255     -0.03   1.00    0       
	SpawnPoint          185     3295.13 2949.81 255     -0.90   -0.43   0       
	RestrictionZone     186     3206.92 5242.61 255     1.00    0.00    0       1012.96    0
	RestrictionZone     187     5054.97 1239.70 255     1.00    0.00    0       1012.96    0
	RestrictionZone     188     637.81  745.57  255     1.00    0.00    0       1012.96    0
Buildings_EndDefinition

CameraMounts_StartDefinition
	# Name	          Pos                   Front          Up
	# =========================================================================
	player0         3215.17 1053.09 5542.82 -0.01 -0.61 -0.79 -0.01 0.79 -0.61
	player1          330.82 1144.15  517.23 0.63 -0.58 0.51 0.45 0.81 0.37
	player2         5387.37 1130.95 1021.68 -0.69 -0.53 0.49 -0.43 0.85 0.30
CameraMounts_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId runAsTask
	# ==================================================================================
	Darwinian        0  3167.2  5206.1     40    0      -1    50.0     0.0     0.0   -1   -1    0
	Darwinian        1   629.9   753.5     40    0      -1    50.0     0.0     0.0   -1   -1    0
	Darwinian        2  5046.3  1307.5     40    0      -1    40.0     0.0     0.0   -1   -1    0
InstantUnits_EndDefinition

