MultiwiniaOptions_StartDefinition
	GameTypes	none
	PopulationCap	2000
	NumPlayers	2
	LevelOptions	trunkportreinforcements 250	defenderreinforcementtype Armour	
	Difficulty	advanced
	AttackingTeams	0 
	  1331   0.00   2088   1754  1.20   1.00    200      1 409036   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAOBAAOBCBCBDAIAAAAAAAAABAKAJADCBFIFADCCIAPBAAHAAAAAAANCCCFBABDCOEMFDDLCNCEBGAAAAAABFDCDGCGCBCKDNEFDNDACLBGAAAAAAANCKDHDHDCDECOCPCHCMCEBCAAAAAAAGCADEDKDIDNDHCMCECMCHBAAAAAABAKCLDPDIDKEEEKCPBKCNDABEAAABADBKDOFBFDEIEKEDCNCADJDFBIAAABAFBPEHGBGJFJDNDACLEMFKEHBKAAAAAFBADEFCGCFBCNCJEPGFGDEDBDAAAAAAPPPPCICOCJBLCJEGENDNBNAFAAAAAAAAPPAEAKAKANBDBJBNAPAAAAAAAAAAAAAAAAAAAAAAACAFACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	   338   0.00   2096   1374  1.20   1.00    200      1      1   1.00     4   ABAAAAAAAAAAAAAAAAAAAAAAAAAAAAADAGAJANACAEACAAAAAAAAAAAAAAAAAAAKBFBOBOBEBDAEAAAAAAAAAAAAAAAAADBKBDCABDAEAFAAAAAAAAAAAAAAAAAGBCBCBCAHBBAFAEBAAAAAAAAAAAAAAMAMBPCAAIBACBAMBAACABBICEAFAPBIBHBLBDCFDBDACFBKBGBODEAOAAAAAJAPBJBDCABHEFAOAJCDCKAIAAAAAAAACJCABMBCBGBPALAEAAAAAAAAAAAAAAANCIBHDHBJANAAAAAAAAAAAAAAAAAAANBJBMAOAGAAAAAAAAAAAAAAAAAAACBGALAHAAAAAAAAAAAAAAAAAAAAAAAAAPBCACAAAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  2800   0.00   2305   1074  1.20   1.00    200      1      1   1.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAAAAAAAAAAAAAAAIANAPAEBEAGAAAAAAAAAAAAAAAABBBJAODIEDBKABAAAAAAAAAAAAAAAJCPCLBEDKDHALAAAGANACAAAAAAAAAPBKBIBOCOCFAJAABKBHAIAAAAADAAAPAMAPBHCCCHAOAABFCHCCAJBJDPDLDGCIBKBGBLCBANAACPFADBBECKEODJDODFDFBKBACKBDAABAAIAJAFAIBCAICIBHCEBFBCCIAMAAANAEAAAAAAAAAEBBBBCABNBIBKADAAAAAAAAAAAAAAAAAEAMANCFBGAPAEAAAAAAAAAAAAAAAAACAMCPDOAOAMAAAAAAAAAAAAAAAAAAAAAFBLBOAKAFAAAAAAAAAAAAAAAAAAAAAIBFBBAEAAAAAAAAAAAAAAAAAAAAAAAKAOACAAAAAAAA
LandscapeTiles_EndDefinition

LandFlattenAreas_StartDefinition
	# x      y       z      size
	# ==========================
LandFlattenAreas_EndDefinition

Lights_StartDefinition
	# x      y      z        r      g      b
	# =========================================
	  0.71   0.49  -0.50     0.77   0.77   0.77
	  0.86   0.00  -0.50     3.55   1.74   1.30
Lights_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
	TrunkPort           0       2670.53 872.79  0       -0.32   0.95    1       -1      
	TrunkPort           1       2168.88 854.77  0       0.02    1.00    1       -1      
	TrunkPort           2       1736.32 878.59  0       0.54    0.84    1       -1      
	Wall                3       1757.75 1544.93 255     -0.80   -0.60   0       
	Wall                4       1807.87 1477.83 255     -0.80   -0.60   0       
	Wall                5       1875.46 1447.38 255     0.07    -1.00   0       
	Wall                6       1959.19 1453.16 255     0.07    -1.00   0       
	Wall                7       2043.05 1459.03 255     0.07    -1.00   0       
	Wall                9       2338.75 1479.15 255     0.07    -1.00   0       
	Wall                10      2422.21 1485.22 255     0.07    -1.00   0       
	Wall                11      2433.93 1518.83 255     0.70    0.72    0       
	Wall                12      2373.94 1576.84 255     0.70    0.72    0       
	Wall                13      2313.60 1634.66 255     0.70    0.72    0       
	Wall                14      2283.99 1705.38 255     1.00    0.00    0       
	Wall                15      2284.05 1789.25 255     1.00    0.00    0       
	Wall                16      2283.97 1872.94 255     1.00    0.00    0       
	Wall                17      2284.35 1956.84 255     1.00    0.00    0       
	Wall                18      1775.66 1581.84 255     0.07    -1.00   0       
	Wall                19      1859.20 1588.11 255     0.07    -1.00   0       
	Wall                20      1942.93 1594.26 255     0.07    -1.00   0       
	Wall                21      2005.04 1633.44 255     -0.86   0.52    0       
	Wall                22      2048.90 1706.34 255     -0.86   0.52    0       
	Wall                23      2072.35 1784.24 255     1.00    0.00    0       
	Wall                24      2072.13 1868.04 255     1.00    0.00    0       
	Wall                25      2072.15 1952.10 255     1.00    0.00    0       
	Wall                26      2072.27 2035.70 255     1.00    0.00    0       
	Wall                27      2072.12 2119.72 255     1.00    0.00    0       
	Wall                28      2072.09 2203.06 255     1.00    0.00    0       
	Wall                30      2284.62 2040.96 255     1.00    0.00    0       
	Wall                31      2284.63 2124.95 255     1.00    0.00    0       
	Wall                32      2285.00 2209.26 255     1.00    0.00    0       
	Wall                33      2285.20 2293.01 255     1.00    0.00    0       
	Wall                29      2072.24 2286.52 255     1.00    0.00    0       
	PulseBomb           34      2279.47 3429.55 1       1.00    0.00    0       600.00  35  37  36  
	ControlStation      35      1997.31 3472.19 255     1.00    0.00    0           -1
	ControlStation      36      2557.56 3449.39 255     1.00    0.00    0           -1
	ControlStation      37      2267.23 3281.67 255     1.00    0.00    0           -1
	LaserFence          39      1955.60 3350.66 1       1.00    0.00    0       40      1.00  2
	LaserFence          40      1902.07 3477.60 1       1.00    0.00    0       41      1.00  2
	LaserFence          41      2008.40 3556.98 1       1.00    0.00    0       42      1.00  2
	LaserFence          42      2139.81 3622.68 1       1.00    0.00    0       43      1.00  2
	LaserFence          43      2277.08 3651.55 1       1.00    0.00    0       44      1.00  2
	LaserFence          44      2533.05 3644.21 1       1.00    0.00    0       45      1.00  2
	LaserFence          45      2699.76 3550.81 1       1.00    0.00    0       46      1.00  2
	LaserFence          46      2851.45 3385.48 1       1.00    0.00    0       47      1.00  2
	LaserFence          47      2751.78 3289.78 1       1.00    0.00    0       48      1.00  2
	LaserFence          48      2571.57 3198.64 1       1.00    0.00    0       49      1.00  2
	LaserFence          49      2322.39 3129.50 1       1.00    0.00    0       50      1.00  2
	LaserFence          50      2073.32 3214.75 1       1.00    0.00    0       39      1.00  2
	SolarPanel          38      679.12  2554.84 1       -0.00   0.99    0       51      
	SolarPanel          51      702.23  2767.61 1       -0.00   1.00    0       52      
	SolarPanel          52      726.63  2978.16 1       -0.00   0.99    0       56      
	SolarPanel          53      3641.15 2641.42 1       0.00    1.00    0       54      
	SolarPanel          54      3659.50 2819.19 1       -0.00   0.97    0       55      
	SolarPanel          55      3630.21 3006.87 1       0.00    0.99    0       74      
	Pylon               56      1126.09 3311.50 255     0.50    -0.87   0       57      
	Pylon               57      1536.24 3276.96 255     0.07    -1.00   0       58      
	Pylon               58      1853.36 3338.05 255     0.27    -0.96   0       59      
	PylonEnd            59      1949.85 3354.09 255     -0.82   0.57    0       39      
	LaserFence          60      1959.27 3259.53 1       1.00    0.00    0       61      1.25  2
	LaserFence          61      2094.58 3140.24 1       1.00    0.00    0       62      1.25  2
	LaserFence          62      2278.20 3064.56 1       1.00    0.00    0       63      1.25  2
	LaserFence          63      2457.55 3099.80 1       1.00    0.00    0       64      1.25  2
	LaserFence          64      2716.43 3208.92 1       1.00    0.00    0       65      1.25  2
	LaserFence          65      2866.99 3305.46 1       1.00    0.00    0       66      1.25  2
	LaserFence          66      2925.42 3453.72 1       1.00    0.00    0       67      1.25  2
	LaserFence          67      2808.38 3571.55 1       1.00    0.00    0       68      1.25  2
	LaserFence          68      2648.15 3687.26 1       1.00    0.00    0       69      1.25  2
	LaserFence          69      2419.37 3727.50 1       1.00    0.00    0       70      1.25  2
	LaserFence          70      2190.22 3705.82 1       1.00    0.00    0       71      1.25  2
	LaserFence          71      1975.42 3653.71 1       1.00    0.00    0       72      1.25  2
	LaserFence          72      1881.40 3536.82 1       1.00    0.00    0       73      1.25  2
	LaserFence          73      1882.36 3393.18 1       1.00    0.00    0       60      1.25  2
	Pylon               74      3408.27 3270.86 255     1.00    0.00    0       75      
	Pylon               75      3234.74 3387.26 255     1.00    0.00    0       76      
	PylonEnd            76      2931.56 3452.64 255     1.00    0.00    0       66      
	GunTurret           77      1555.67 2589.54 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           78      1552.73 2708.91 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           79      3055.32 2775.78 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           80      3052.43 2893.26 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           81      2123.05 1475.77 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           82      2187.69 1478.87 255     -0.00   1.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           8       2267.64 1492.77 255     -0.00   1.00    0       0   0.00 0.00 0.00 0.00 
	AITarget            83      1785.92 945.29  255     1.00    0.00    0       -1    0.00 1     
	AITarget            84      2159.73 921.97  255     1.00    0.00    0       -1    0.00 1     
	AITarget            85      2664.34 932.53  255     1.00    0.00    0       -1    0.00 1     
	AITarget            86      2406.74 921.04  255     1.00    0.00    0       -1    0.00 1     
	AITarget            87      1940.47 913.76  255     1.00    0.00    0       -1    0.00 1     
	AITarget            88      2200.43 1327.49 255     1.00    0.00    0       -1    0.00 1     
	AITarget            89      2191.03 1709.49 255     1.00    0.00    0       -1    0.00 1     
	AITarget            90      2157.51 2164.78 255     1.00    0.00    0       -1    0.00 1     
	AITarget            91      2196.85 2563.16 255     1.00    0.00    0       -1    0.00 1     
	AITarget            92      1518.14 2655.94 255     1.00    0.00    0       -1    0.00 1     
	AITarget            93      1948.23 2738.37 255     1.00    0.00    0       -1    0.00 1     
	AITarget            94      2515.17 2656.32 255     1.00    0.00    0       -1    0.00 1     
	AITarget            95      3060.45 2828.97 255     1.00    0.00    0       -1    0.00 1     
	AITarget            96      952.29  2779.28 255     1.00    0.00    0       -1    0.00 1     
	AITarget            97      624.75  2558.30 255     1.00    0.00    0       -1    0.00 1     
	AITarget            98      680.05  2979.70 255     1.00    0.00    0       -1    0.00 1     
	AITarget            99      660.85  2764.40 255     1.00    0.00    0       -1    0.00 1     
	AITarget            100     3681.36 2635.73 255     1.00    0.00    0       -1    0.00 1     
	AITarget            101     3701.22 2826.43 255     1.00    0.00    0       -1    0.00 1     
	AITarget            102     3665.85 3011.71 255     1.00    0.00    0       -1    0.00 1     
	AITarget            103     3401.99 2851.94 255     1.00    0.00    0       -1    0.00 1     
	AITarget            104     2244.18 3285.87 255     1.00    0.00    0       -1    0.00 1     
	AITarget            105     2040.50 3490.53 255     1.00    0.00    0       -1    0.00 1     
	AITarget            106     2551.27 3503.76 255     1.00    0.00    0       -1    0.00 1     
	AITarget            107     2279.25 2950.17 255     1.00    0.00    0       -1    0.00 1     
	AITarget            108     1834.44 2978.12 255     1.00    0.00    0       -1    0.00 1     
	AITarget            109     2747.10 3075.01 255     1.00    0.00    0       -1    0.00 1     
	TrunkPort           110     2705.06 3415.17 1       -0.80   -0.60   1       -1      
	AIObjective         111     1325.93 1283.65 255     1.00    0.00    0        113   0
	AIObjectiveMarker   112     2180.44 1715.43 255     1.00    0.00    0       100.00  111
	AIObjective         113     1461.43 2223.48 255     1.00    0.00    0        120   0
	AIObjectiveMarker   114     680.39  2558.71 255     1.00    0.00    0       100.00  113
	AIObjectiveMarker   115     695.75  2766.86 255     1.00    0.00    0       100.00  113
	AIObjectiveMarker   116     726.68  2974.56 255     1.00    0.00    0       100.00  113
	AIObjectiveMarker   117     3633.57 2641.19 255     1.00    0.00    0       100.00  113
	AIObjectiveMarker   118     3657.28 2823.72 255     1.00    0.00    0       100.00  113
	AIObjectiveMarker   119     3626.46 2998.28 255     1.00    0.00    0       100.00  113
	AIObjective         120     1436.87 3646.61 255     1.00    0.00    0         -1   0
	AIObjectiveMarker   121     2000.53 3471.58 255     1.00    0.00    0       100.00  120
	AIObjectiveMarker   122     2266.93 3284.38 255     1.00    0.00    0       100.00  120
	AIObjectiveMarker   123     2559.30 3449.10 255     1.00    0.00    0       100.00  120
	TrunkPort           124     1920.07 857.20  0       0.02    1.00    1       -1      
	TrunkPort           125     2444.98 842.19  0       0.02    1.00    1       -1      
	TrunkPort           126     2608.45 3540.43 1       -0.80   -0.60   1       -1      
	AITarget            127     2433.49 1202.39 255     1.00    0.00    0       -1    0.00 1     
	AITarget            128     1929.07 1261.59 255     1.00    0.00    0       -1    0.00 1     
	AITarget            129     2629.64 3389.43 255     1.00    0.00    0       -1    0.00 1     
Buildings_EndDefinition

CameraMounts_StartDefinition
	# Name	          Pos                   Front          Up
	# =========================================================================
CameraMounts_EndDefinition

CameraAnimations_StartDefinition
CameraAnimations_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
Buildings_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId runAsTask
	# ==================================================================================
	Darwinian        1  2192.0  1528.6     40    0      -1    66.6     0.0     0.0   -1   -1    0
	Darwinian        1  1546.6  2646.6     10    0      -1    68.0     0.0     0.0   -1   -1    0
	Darwinian        1  3064.5  2823.1     10    0      -1    57.3     0.0     0.0   -1   -1    0
	Darwinian        1  2323.6  3294.7     10    0      -1    54.8     0.0     0.0   -1   -1    0
	Darwinian        1  2026.5  3451.9     10    0      -1    41.4     0.0     0.0   -1   -1    0
	Darwinian        1  2555.6  3448.0     10    0      -1    45.4     0.0     0.0   -1   -1    0
InstantUnits_EndDefinition

PrimaryObjectives_StartDefinition
	NeverTrue 
PrimaryObjectives_EndDefinition
