MultiwiniaOptions_StartDefinition
	GameTypes	RocketRiot 
	PopulationCap	1800
	DefenderPopulationCap	-1
	NumPlayers	3
	Difficulty	intermediate
	   658 -15.27      1    754  1.00   0.40     37      2 879794   0.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJAAAAAAAAAAAAAAAAAAAAAAAAAAAABBANAAAAAAAAAAAAAAAAAAAAAAAAAAAKBDAPAAAAAAAAAAAAAAAAAAAAAAAAABBDBEBEBDBEBEAMADAAAAAAAAAIBEBEBDBDBDBEBDBEBEBEBDBEBBBEBEBFBDBEBEBEBEBDBEBEBDBFBEBDBEBFBBBGBDBDBEBEBEBEBDBFBEBDBFBFBGBABDBEBDBEBDBEBDBABBBEBFBFAKBBBBBIBFAPBDBEBEAPAJAJBABDBCAAAOBGBCAEAAABAHAGADACACADAIAHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
	  1708 -15.27   3424    754  1.00   0.40     37      2 879794   0.00     4   BEBEBEBDBEBBAHAAAAAAAAAAAAAAAABEBEBDBEBEBDBEAGAAAAAAAAAAAAAABEBDBDBEBEBDBEBAAAAAAAAAAAAAAABEBDBDBEBDBEBEBDAAAAAAAAAAAAAABEBEBEBEBEBDBEBEAAAAAAAAAAAAAABEBEBDBEBEBEBEBEAAAAAAAAAAAAAABEBEBDBEBDBDBDAHAAAAAAAAAAAAAABEBDBDBEBEBDBCAAAAAAAAAAAAAAAABDBDBEBEBEBEAAAAAAAAAAAAAAAAAABEBDBEBDBEAAAAAAAAAAAAAAAAAAAABEBDBEBFBEAAAAAAAAAAAAAAAAAAAABEBFBGBBBGBFAAAAAAAAAAAAAAAAAABDBCBGBCBIBCBBAAAAAAAAAAAAAAAABDBBBFAOBCBIBCAAAAAAAAAAAAAAAABFBDBABLBEBABGAAAAAAAAAAAAAAAA
	   717 -15.27   3174    754  1.00   0.40     37      2 879794   0.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABEBDBEAAAAAAAAAAAFAJAFAAAAAAANBBBEBFBEBDBEBDBCBEBEBDBBADAABEBGBFBDBDBEBEBEBDBEBEBDBDAJAAAABDBFBDBDBEBDBEBEBEBDBDBEBEAAAAAABEBEBEBDBEBEBEBEBFBDBCBEAAAAAAAABEBEBEBEBDBEBEBFBEBDBDAAAAAAAABDBEBEBDBDBEBDBEBEBDAKAAAAAAAAAHBEBEBEBEBDBDBEBEAOAAAAAAAAAAAIBEBEBDBEBDBEBEAKAAAAAAAAAAAAAFBEBFBDBDBEBEBEAAAAAAAAAAAAAAAABDBCBEBDBEBDAGAAAAAAAAAAAAAAAABFBEBEBDBDBEAAAAAAAAAAAAAAAAAAAABFBEBEBEAGAAAAAAAAAAAAAAAAAAAABDBEBEBEAAAAAAAAAA
	  3411  23.69   1471    754  1.00   0.40    290      2 1651626   0.00     3   AAAAHMIDIHIDPPAAAAAAAAAAEGPPAAAAAAAAAAECEDAAAAAAAAAABFEFAAAAAAAAAABEPPAAAAAAAABFBEBFAAAAAAFAFDFIFP
	  3428 -10.95    833    754  1.00   0.40    290      2 1651626   0.00     3   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAICIOIHIFJCINIC
	  2844 -15.27   1460    754  1.00   0.40     37      2 879794   0.00     4   AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAEAAAAAAAAAEAAAAABAAAAAAAABBBEBEAAAAAAAHABABACABAAAAAAABBDBDBEAAAAAAADADAAAAACAAAAAAAIBDBEBGAAAAAAAAAAAAAIAAAAAAADANBDBEBFAAAAAAAAAAAAAAAAAAAAAGAOBEBDBDAAAAAAAAAAAAAAAAAAAAAMAOBBBEBDAAAAAAAAAAAAAAAAAAADBABDBEBDBDAAAAAAAAAAAAAAAAABBDBEBEBEBFBDAAAAAAAAAAAAAABDBEBDBDBEBDBEBDAAAAAAAAAAAAAIBBBCBEBGBEBEBDBCAAAAAAAAAAAAAABEBFBEBDAGBEBEBDAAAAAAAAAAAAAAAAAAAAAAAABFBDBEAAAAAAAAAAAAAAAAAAAAAAAIBEBHBE
	   965  23.69   1336    754  1.00   0.40    290      2 2039633   0.00     2   PPPPPPPPPPFIPPFIFK
	   869  23.69   1753    754  1.00   0.40    290      2 2188162   0.00     2   PPFJFHPPFIFJAAAAAA
	   831  23.69   2201    754  1.00   0.40    290      2 2268149   0.00     2   PPAAAAAAAAAAAAAAAA
	  1118  23.69   2116   1054  1.00   0.40     36      2 2380491   0.00     2   BFAAAABEBEBEBFBFBE
	  2368  23.69    249    754  1.00   0.40    290      2 2039633   0.00     2   AAGOPPGFGLPPGGGLAA
	  2789  23.69    265    754  1.00   0.40    290      2 2566206   0.00     2   PPPPPPPPPPPPPPAAAA
	  2313  23.69    702    754  1.00   0.40    290      2 2623318   0.00     2   GMHAPPGOHCGPGNAAGA
	  1804  23.69    866   1054  1.00   0.40     36      2 2811665   0.00     2   BEBFBFBEBEAAAAAAAA
	  2405  23.69   2169    754  1.00   0.40    290      2 2947315   0.00     2   PPPPPPPPPPPPPPPPPP
	  2621  23.69   2603    754  1.00   0.40    290      2 2947315   0.00     2   PPHKHOHIHMHJHBHEHG
	  2716  23.69   2921   1054  1.00   0.40     36      2 3062889   0.00     2   BEBEBEBFBFAABEAAAA
	  2243  23.69   2744    754  1.00   0.40    290      2 3119036   0.00     2   AAAAPPAAHIICAAHOHD
	  2113   0.00   1928    327  1.20   1.00     30      2 632059   1.00     0
LandscapeTiles_EndDefinition

LandFlattenAreas_StartDefinition
	# x      y       z      size
	# ==========================
LandFlattenAreas_EndDefinition

Lights_StartDefinition
	# x      y      z        r      g      b
	# =========================================
	  0.07   0.67   0.74     0.59   0.35   0.37
	 -0.99   0.13   0.02     2.11   1.49   1.02
Lights_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
	EscapeRocket        0       1078.83 609.59  0       0.97    0.25    0           -1   0.00      0     -1      0
	EscapeRocket        1       1738.34 3740.59 1       0.99    -0.15   0           -1   0.00      0     -1      0
	EscapeRocket        2       3651.45 1860.77 2       0.99    0.15    0           -1   0.00      0     -1      0
	TrunkPort           3       844.12  432.66  0       0.80    0.61    1       -1      
	TrunkPort           4       1841.63 3946.63 1       -0.59   -0.81   1       -1      
	TrunkPort           5       3874.79 1683.20 2       -0.77   0.64    1       -1      
	SolarPanel          6       3095.71 551.50  255     0.00    1.00    0       82      
	SolarPanel          7       3214.36 494.95  255     -0.00   0.99    0       6       
	SolarPanel          8       3196.92 622.44  255     -0.00   1.00    0       6       
	SolarPanel          9       2678.73 657.59  255     0.00    0.99    0       10      
	SolarPanel          10      2615.50 790.47  255     0.00    0.96    0       82      
	SolarPanel          11      2685.35 950.92  255     -0.00   0.97    0       10      
	SolarPanel          12      2218.37 1442.32 255     0.00    0.96    0       13      
	SolarPanel          13      2353.50 1548.56 255     -0.00   0.96    0       35      
	SolarPanel          14      2891.99 2404.62 255     0.00    0.99    0       33      
	SolarPanel          15      2815.88 2566.31 255     -0.00   0.95    0       14      
	SolarPanel          16      1645.17 2518.69 255     -0.00   1.00    0       17      
	SolarPanel          17      1737.53 2677.93 255     0.00    1.00    0       31      
	SolarPanel          18      1414.58 2136.80 255     -0.00   0.95    0       61      
	SolarPanel          19      1500.15 1967.44 255     0.00    0.96    0       18      
	SolarPanel          20      1550.55 1839.69 255     0.00    0.99    0       19      
	SolarPanel          21      1325.16 1632.02 255     -0.00   0.99    0       22      
	SolarPanel          22      1230.35 1749.14 255     -0.00   0.99    0       23      
	SolarPanel          23      1175.00 1853.96 255     0.00    0.98    0       61      
	SolarPanel          24      3351.80 3652.19 255     -0.00   1.00    0       25      
	SolarPanel          25      3370.59 3515.23 255     -0.00   0.91    0       73      
	SolarPanel          26      3239.17 3563.58 255     0.00    0.99    0       25      
	SolarPanel          27      3074.38 3104.14 255     -0.00   0.99    0       73      
	SolarPanel          28      3056.82 2987.75 255     -0.00   0.98    0       27      
	SolarPanel          29      3225.01 2883.51 255     0.00    0.95    0       28      
	PowerSplitter       30      2276.47 2056.29 255     1.00    0.00    0       -1      37  38  39  
	Pylon               31      2033.80 2525.81 255     1.00    0.00    0       32      
	Pylon               32      2067.56 2223.48 255     1.00    0.00    0       30      
	Pylon               33      2541.65 2350.84 255     1.00    0.00    0       34      
	Pylon               34      2476.47 2208.56 255     1.00    0.00    0       30      
	Pylon               35      2575.70 1695.98 255     1.00    0.00    0       36      
	Pylon               36      2391.00 1954.79 255     1.00    0.00    0       30      
	Pylon               37      2299.27 2051.23 0       -0.50   -0.86   0       40      
	Pylon               38      2299.33 2061.59 1       -0.50   0.86    0       57      
	Pylon               39      2308.19 2057.92 2       0.97    0.25    0       54      
	Pylon               40      2091.57 1889.18 255     1.00    0.00    0       41      
	Pylon               41      1985.64 1641.04 255     1.00    0.00    0       42      
	Pylon               42      1927.47 1323.32 255     1.00    0.00    0       43      
	Pylon               43      1662.25 883.18  255     1.00    0.00    0       53      
	FuelGenerator       44      1551.32 824.97  255     1.00    0.00    0          100 
	FuelGenerator       45      1446.87 281.69  255     1.00    0.00    0          104 
	FuelGenerator       46      346.85  1034.47 255     1.00    0.00    0           96 
	FuelGenerator       47      3428.29 2557.55 255     1.00    0.00    0          127 
	FuelGenerator       48      3417.28 1327.44 255     0.32    -0.95   0          131 
	FuelGenerator       49      3303.11 1752.62 255     0.85    0.53    0          125 
	FuelGenerator       50      2443.32 3781.54 255     1.00    0.00    0          112 
	FuelGenerator       51      1285.10 3121.83 255     -0.50   -0.86   0          116 
	FuelGenerator       52      1985.88 3330.92 255     0.84    -0.55   0          111 
	PylonEnd            53      1525.19 859.05  255     0.76    0.64    0       44      
	Pylon               54      2621.63 2060.34 255     1.00    0.00    0       55      
	Pylon               55      2837.77 1723.23 255     1.00    0.00    0       56      
	PylonEnd            56      3240.23 1766.14 255     -0.95   0.30    0       49      
	Pylon               57      2273.31 2342.89 255     1.00    0.00    0       58      
	Pylon               58      2197.01 2669.42 255     1.00    0.00    0       59      
	Pylon               59      2095.99 2976.58 255     1.00    0.00    0       60      
	PylonEnd            60      2024.99 3299.85 255     -0.34   -0.94   0       52      
	PowerSplitter       61      1153.05 2049.25 255     -0.77   0.64    0       -1      62  63  
	Pylon               64      946.98  1937.60 255     1.00    0.00    0       65      
	Pylon               65      861.51  1781.04 255     1.00    0.00    0       66      
	Pylon               66      680.46  1606.97 255     1.00    0.00    0       67      
	Pylon               67      441.69  1422.41 255     1.00    0.00    0       68      
	PylonEnd            68      314.77  1078.29 255     0.71    0.70    0       46      
	Pylon               69      1146.19 2344.48 255     1.00    0.00    0       70      
	Pylon               70      1187.62 2537.44 255     1.00    0.00    0       71      
	Pylon               71      1174.36 2818.86 255     1.00    0.00    0       72      
	PylonEnd            72      1272.34 3065.81 255     0.88    -0.48   0       51      
	PowerSplitter       73      3214.38 3238.32 255     0.70    0.72    0       -1      74  75  
	Pylon               74      3226.82 3259.76 1       -0.74   0.68    0       76      
	Pylon               75      3234.49 3250.64 2       0.54    -0.84   0       78      
	Pylon               76      3012.47 3445.87 255     1.00    0.00    0       77      
	Pylon               77      2747.64 3806.74 255     1.00    0.00    0       81      
	Pylon               78      3480.33 3030.83 255     1.00    0.00    0       79      
	Pylon               79      3408.04 2883.49 255     1.00    0.00    0       80      
	PylonEnd            80      3397.45 2602.31 255     0.76    0.64    0       47      
	PylonEnd            81      2489.76 3780.90 255     0.02    -1.00   0       50      
	Pylon               62      1131.74 2060.58 0       -0.63   -0.78   0       64      
	Pylon               63      1139.27 2070.27 1       0.62    0.78    0       69      
	PowerSplitter       82      2927.16 836.89  0       0.32    0.95    0       -1      83  84  
	Pylon               83      2940.83 870.26  2       0.83    0.56    0       85      
	Pylon               84      2929.56 862.50  0       -0.74   -0.68   0       87      
	Pylon               85      3178.63 958.37  255     1.00    0.00    0       86      
	Pylon               86      3305.62 1127.08 255     1.00    0.00    0       91      
	Pylon               87      2907.67 412.66  255     1.00    0.00    0       88      
	Pylon               88      2528.90 370.64  255     1.00    0.00    0       89      
	Pylon               89      2009.04 284.01  255     -0.03   1.00    0       90      
	PylonEnd            90      1491.75 280.54  255     0.22    -0.98   0       45      
	PylonEnd            91      3429.41 1282.21 255     -0.86   -0.52   0       48      
	FuelStation         92      964.68  648.18  0       -0.92   0.38    0            0 
	FuelStation         93      1107.55 489.40  0       0.22    -0.98   0            0 
	FuelStation         94      1165.21 689.40  0       0.76    0.64    0            0 
	FuelPipe            96      502.70  919.45  0       1.00    0.00    0           97 
	FuelPipe            97      571.22  741.86  0       0.88    0.48    0           98 
	FuelPipe            98      775.67  737.30  0       0.95    -0.30   0           92 
	FuelPipe            100     1337.55 771.74  0       1.00    0.00    0           94 
	FuelPipe            104     1459.99 414.83  0       1.00    0.00    0          105 
	FuelPipe            105     1268.66 371.41  0       1.00    0.00    0          106 
	FuelPipe            106     1082.80 304.47  0       1.00    0.00    0           93 
	FuelStation         107     1717.31 3621.10 1       -0.18   -0.98   0            1 
	FuelStation         108     1646.56 3818.68 1       -0.73   0.69    0            1 
	FuelStation         109     1847.99 3789.83 1       0.90    0.43    0            1 
	FuelPipe            111     1839.41 3468.62 1       1.00    0.00    0          107 
	FuelPipe            112     2230.51 3665.28 1       1.00    0.00    0          113 
	FuelPipe            113     2101.00 3819.75 1       1.00    0.00    0          114 
	FuelPipe            114     1956.95 3951.67 1       1.00    0.00    0          109 
	FuelPipe            116     1290.93 3363.91 1       1.00    0.00    0          117 
	FuelPipe            117     1374.07 3545.48 1       1.00    0.00    0          118 
	FuelPipe            118     1497.41 3691.36 1       1.00    0.00    0          108 
	FuelStation         121     3540.04 1908.50 2       -0.90   0.43    0            2 
	FuelStation         122     3746.27 1932.32 2       0.83    0.56    0            2 
	FuelStation         123     3676.03 1739.83 2       0.27    -0.96   0            2 
	FuelPipe            125     3509.00 1716.89 2       1.00    0.00    0          121 
	FuelPipe            127     3576.71 2418.11 2       1.00    0.00    0          128 
	FuelPipe            128     3720.87 2283.65 2       1.00    0.00    0          129 
	FuelPipe            129     3636.59 2108.69 2       1.00    0.00    0          122 
	FuelPipe            131     3321.11 1533.54 2       1.00    0.00    0          132 
	FuelPipe            132     3476.38 1631.76 2       1.00    0.00    0          133 
	FuelPipe            133     3666.80 1589.06 2       1.00    0.00    0          123 
	AITarget            134     3316.03 3581.75 255     1.00    0.00    0       -1    0.00 1     
	AITarget            135     3154.01 2986.07 255     1.00    0.00    0       -1    0.00 1     
	AITarget            136     2851.87 2496.71 255     1.00    0.00    0       -1    0.00 1     
	AITarget            137     1681.50 2589.95 255     1.00    0.00    0       -1    0.00 1     
	AITarget            138     1438.33 1969.41 255     1.00    0.00    0       -1    0.00 1     
	AITarget            139     1187.84 1710.91 255     1.00    0.00    0       -1    0.00 1     
	AITarget            140     2278.80 1521.68 255     1.00    0.00    0       -1    0.00 1     
	AITarget            141     2675.39 800.65  255     1.00    0.00    0       -1    0.00 1     
	AITarget            142     3194.63 543.05  255     1.00    0.00    0       -1    0.00 1     
	Tree                102     2679.73 3039.34 255     1.00    0.00    0       86.82   3.17    0.59    1.23    6       99339   -13806163   -12806912   0       0       0       
	Tree                103     2749.52 3030.37 255     1.00    0.00    0       74.00   3.17    0.59    1.23    6       4519    -13806163   -12806912   0       0       0       
	Tree                120     2704.14 3085.32 255     1.00    0.00    0       91.50   3.17    0.59    1.23    6       4528    -13806163   -12806912   0       0       0       
	Tree                143     3381.55 3183.19 255     1.00    0.00    0       83.79   3.17    0.59    1.23    6       4599    -13806163   -12806912   0       0       0       
	Tree                144     3443.44 3093.19 255     1.00    0.00    0       83.79   3.17    0.59    1.23    6       4599    -13806163   -12806912   0       0       0       
	Tree                145     1296.47 3943.14 255     1.00    0.00    0       93.58   3.17    0.59    1.23    6       4678    -13806163   -12806912   0       0       0       
	Tree                146     1331.67 3922.03 255     1.00    0.00    0       76.49   3.17    0.59    1.23    6       4696    -13806163   -12806912   0       0       0       
	Tree                147     1313.96 3976.39 255     1.00    0.00    0       76.49   3.17    0.59    1.23    6       4696    -13806163   -12806912   0       0       0       
	Tree                148     1398.68 1808.03 255     1.00    0.00    0       85.87   3.17    0.59    1.23    6       4748    -13806163   -12806912   0       0       0       
	Tree                149     1369.57 1906.41 255     1.00    0.00    0       94.83   3.17    0.59    1.23    6       4766    -13806163   -12806912   0       0       0       
	Tree                150     2558.46 1287.46 255     1.00    0.00    0       86.70   3.17    0.59    1.23    6       4806    -13806163   -12806912   0       0       0       
	Tree                151     2909.55 1027.26 255     1.00    0.00    0       87.11   3.17    0.59    1.23    6       4837    -13806163   -12806912   0       0       0       
	Tree                152     2801.99 996.64  255     1.00    0.00    0       96.07   3.17    0.59    1.23    6       4858    -13806163   -12806912   0       0       0       
	Tree                153     2931.24 683.28  255     1.00    0.00    0       87.95   3.17    0.59    1.23    6       4898    -13806163   -12806912   0       0       0       
	Tree                154     2865.06 697.15  255     1.00    0.00    0       79.40   3.17    0.59    1.23    6       4907    -13806163   -12806912   0       0       0       
	Tree                155     3989.02 1485.35 255     1.00    0.00    0       88.78   3.17    0.59    1.23    6       4956    -13806163   -12806912   0       0       0       
	Tree                156     3984.19 2133.81 255     1.00    0.00    0       89.19   3.17    0.59    1.23    6       4986    -13806163   -12806912   0       0       0       
	Tree                157     3907.38 2169.02 255     1.00    0.00    0       98.15   3.17    0.59    1.23    6       5008    -13806163   -12806912   0       0       0       
	RestrictionZone     158     1752.45 3780.96 255     1.00    0.00    0       605.94    0
	RestrictionZone     159     1072.98 3483.67 255     1.00    0.00    0       511.33    0
	RestrictionZone     160     3785.18 1868.63 255     1.00    0.00    0       836.73    0
	RestrictionZone     161     1012.80 693.13  255     1.00    0.00    0       836.73    0
	AITarget            162     3821.65 1717.26 255     1.00    0.00    0       -1    0.00 1     
	AITarget            163     3631.42 1967.77 255     1.00    0.00    0       -1    0.00 1     
	AITarget            164     3746.38 1809.85 255     1.00    0.00    0       -1    0.00 1     
	AITarget            165     3549.98 1791.36 255     1.00    0.00    0       -1    0.00 1     
	AITarget            166     1790.01 3899.08 255     1.00    0.00    0       -1    0.00 1     
	AITarget            167     1620.51 3697.65 255     1.00    0.00    0       -1    0.00 1     
	AITarget            168     1868.07 3677.12 255     1.00    0.00    0       -1    0.00 1     
	AITarget            169     900.19  477.40  255     1.00    0.00    0       -1    0.00 1     
	AITarget            170     1203.81 573.63  255     1.00    0.00    0       -1    0.00 1     
	AITarget            171     1062.22 708.10  255     1.00    0.00    0       -1    0.00 1     
	AIObjectiveMarker   172     3169.02 568.03  0       1.00    0.00    0       129.35   -1   0   0
	AIObjectiveMarker   173     2682.60 809.95  0       1.00    0.00    0       185.26   -1   0   0
	AIObjectiveMarker   174     2285.78 1480.69 0       1.00    0.00    0       115.45   -1   0   0
	AIObjectiveMarker   175     2855.11 2478.79 0       1.00    0.00    0       115.45   -1   0   0
	AIObjectiveMarker   176     1693.31 2595.95 0       1.00    0.00    0       124.09   -1   0   0
	AIObjectiveMarker   177     1234.49 1728.67 0       1.00    0.00    0       160.69   -1   0   0
	AIObjectiveMarker   178     1481.72 1986.56 0       1.00    0.00    0       192.73   -1   0   0
	AIObjectiveMarker   179     3149.59 3007.90 2       1.00    0.00    0       156.04   -1   0   0
	AIObjectiveMarker   180     3324.42 3582.38 2       1.00    0.00    0       125.03   -1   0   0
	AIObjectiveMarker   181     3164.21 546.45  2       1.00    0.00    0       100.00   -1   0   0
	AIObjectiveMarker   182     2672.33 808.34  2       1.00    0.00    0       194.69   -1   0   0
	AIObjectiveMarker   183     2862.25 2486.47 2       1.00    0.00    0       103.32   -1   0   0
	AIObjectiveMarker   184     2294.36 1493.25 2       1.00    0.00    0       103.32   -1   0   0
	AIObjectiveMarker   185     1698.64 2590.71 2       1.00    0.00    0       125.71   -1   0   0
	AIObjectiveMarker   186     1232.45 1737.46 1       1.00    0.00    0       171.96   -1   0   0
	AIObjectiveMarker   187     1478.89 1986.82 1       1.00    0.00    0       187.79   -1   0   0
	AIObjectiveMarker   188     3319.22 3562.55 1       1.00    0.00    0       126.67   -1   0   0
	AIObjectiveMarker   189     3147.17 3001.63 1       1.00    0.00    0       168.35   -1   0   0
	AIObjectiveMarker   190     1684.13 2597.28 1       1.00    0.00    0       122.42   -1   0   0
	AIObjectiveMarker   191     2867.24 2474.42 1       1.00    0.00    0       122.42   -1   0   0
	AIObjectiveMarker   192     2279.32 1506.14 1       1.00    0.00    0       122.42   -1   0   0
Buildings_EndDefinition

CameraMounts_StartDefinition
	# Name	          Pos                   Front          Up
	# =========================================================================
	player0          419.38  769.98   38.62 0.66 -0.42 0.62 0.30 0.91 0.30
	player1         1240.89  723.52 4222.07 0.40 -0.47 -0.79 0.21 0.88 -0.42
	player2         4506.10  817.71 1539.80 -0.84 -0.51 0.18 -0.50 0.86 0.11
CameraMounts_EndDefinition

CameraAnimations_StartDefinition
CameraAnimations_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
Buildings_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId runAsTask
	# ==================================================================================
InstantUnits_EndDefinition

PrimaryObjectives_StartDefinition
	NeverTrue 
PrimaryObjectives_EndDefinition
